planning_area,transacted_price,area_sqm,property_type,tenure,project_age_years,sale_month,project_name,street_name,postal_district,market_segment,floor_level,type_of_sale,type_of_area,unit_price_psf,unit_price_psm,source_quality
MARINE PARADE,9128000,301.92,Semi-Detached House,Freehold,5.0,2026-04,LANDED HOUSING DEVELOPMENT,THIRD STREET,15,Outside Central Region,-,New Sale,Land,2809,30233,not_clean
MARINE PARADE,19750000,910.7,Detached House,Freehold,5.0,2026-04,LANDED HOUSING DEVELOPMENT,MARGATE ROAD,15,Rest of Central Region,-,Resale,Land,2015,21687,not_clean
MARINE PARADE,7300000,209.1,Terrace House,Freehold,5.0,2026-04,LANDED HOUSING DEVELOPMENT,SEA AVENUE,15,Rest of Central Region,-,Resale,Land,3243,34912,not_clean
MARINE PARADE,6480000,241.9,Terrace House,Freehold,5.0,2026-04,LANDED HOUSING DEVELOPMENT,PEBBLE LANE,15,Rest of Central Region,-,Resale,Land,2489,26788,not_clean
MARINE PARADE,4395000,157.0,Terrace House,Freehold,5.0,2026-04,LANDED HOUSING DEVELOPMENT,JALAN SEMPADAN,15,Outside Central Region,-,Resale,Land,2601,27994,not_clean
MARINE PARADE,6950888,269.0,Semi-Detached House,Freehold,5.0,2026-04,OPERA ESTATE,AIDA STREET,15,Outside Central Region,-,Resale,Land,2401,25840,not_clean
MARINE PARADE,9100000,399.5,Detached House,Freehold,5.0,2026-04,FRANKEL ESTATE,JEDBURGH GARDENS,15,Outside Central Region,-,Resale,Land,2116,22778,not_clean
MARINE PARADE,5000000,131.3,Terrace House,Freehold,5.0,2026-04,LANDED HOUSING DEVELOPMENT,TEMBELING ROAD,15,Rest of Central Region,-,Resale,Land,3538,38081,not_clean
MARINE PARADE,5250000,202.1,Terrace House,Freehold,5.0,2026-04,LANDED HOUSING DEVELOPMENT,CARPMAEL ROAD,15,Rest of Central Region,-,Resale,Land,2413,25977,not_clean
MARINE PARADE,5200000,309.2,Terrace House,Freehold,5.0,2026-04,OPERA ESTATE,MARIA AVENUE,15,Outside Central Region,-,Resale,Land,1562,16818,not_clean
MARINE PARADE,4168000,129.4,Terrace House,Freehold,5.0,2026-04,OPERA ESTATE,RIENZI STREET,15,Outside Central Region,-,Resale,Land,2992,32210,not_clean
MARINE PARADE,7838000,242.7,Semi-Detached House,Freehold,5.0,2026-04,LANDED HOUSING DEVELOPMENT,WAREHAM ROAD,15,Rest of Central Region,-,Resale,Land,3000,32295,not_clean
MARINE PARADE,6700000,468.7,Semi-Detached House,Freehold,5.0,2026-04,LANDED HOUSING DEVELOPMENT,JALAN ULU SIGLAP,15,Outside Central Region,-,Resale,Land,1328,14295,not_clean
MARINE PARADE,10300000,406.5,Semi-Detached House,Freehold,5.0,2026-04,FRANKEL ESTATE,DUNBAR WALK,15,Outside Central Region,-,Resale,Land,2354,25338,not_clean
MARINE PARADE,4100000,147.3,Terrace House,Freehold,5.0,2026-04,LANDED HOUSING DEVELOPMENT,KOON SENG ROAD,15,Rest of Central Region,-,Resale,Land,2586,27834,not_clean
MARINE PARADE,10700000,580.7,Detached House,Freehold,5.0,2026-04,OPERA ESTATE,FIDELIO STREET,15,Outside Central Region,-,Resale,Land,1712,18426,not_clean
MARINE PARADE,4900000,190.5,Terrace House,Freehold,5.0,2026-04,OPERA ESTATE,FIDELIO STREET,15,Outside Central Region,-,Resale,Land,2390,25722,not_clean
MARINE PARADE,8680000,237.5,Semi-Detached House,Freehold,5.0,2026-04,FRANKEL ESTATE,BOWMONT GARDENS,15,Outside Central Region,-,New Sale,Land,3395,36547,not_clean
MARINE PARADE,7400000,242.0,Terrace House,Freehold,5.0,2026-04,LANDED HOUSING DEVELOPMENT,FOURTH STREET,15,Outside Central Region,-,Resale,Land,2841,30579,not_clean
MARINE PARADE,11100000,369.7,Semi-Detached House,Freehold,5.0,2026-04,LANDED HOUSING DEVELOPMENT,UPPER EAST COAST ROAD,15,Outside Central Region,-,Resale,Land,2789,30024,not_clean
MARINE PARADE,5230000,167.0,Terrace House,Freehold,5.0,2026-04,LANDED HOUSING DEVELOPMENT,DUKU ROAD,15,Rest of Central Region,-,Resale,Land,2909,31317,not_clean
MARINE PARADE,6400000,287.5,Detached House,Freehold,5.0,2026-04,LANDED HOUSING DEVELOPMENT,UPPER EAST COAST ROAD,15,Outside Central Region,-,Resale,Land,2068,22261,not_clean
MARINE PARADE,4050000,114.9,Terrace House,Freehold,5.0,2026-04,LANDED HOUSING DEVELOPMENT,TEMBELING ROAD,15,Rest of Central Region,-,Resale,Land,3275,35248,not_clean
MARINE PARADE,5600000,152.5,Terrace House,Freehold,5.0,2026-04,CATHAY GARDEN,JALAN KERIS,15,Outside Central Region,-,Resale,Land,3411,36721,not_clean
MARINE PARADE,6100000,200.0,Semi-Detached House,Freehold,5.0,2026-04,LANDED HOUSING DEVELOPMENT,JALAN BAIDURI,15,Outside Central Region,-,Resale,Land,2834,30500,not_clean
MARINE PARADE,5800000,236.1,Semi-Detached House,Freehold,5.0,2026-04,FRANKEL ESTATE,JEDBURGH GARDENS,15,Outside Central Region,-,Resale,Land,2282,24566,not_clean
MARINE PARADE,5180000,159.4,Terrace House,Freehold,5.0,2026-04,FERNWOOD TERRACES,FERNWOOD TERRACE,15,Outside Central Region,-,Resale,Land,3019,32497,not_clean
MARINE PARADE,6800000,278.9,Semi-Detached House,Freehold,5.0,2026-04,OPERA ESTATE,CARMEN STREET,15,Outside Central Region,-,Resale,Land,2265,24381,not_clean
MARINE PARADE,4650000,160.1,Terrace House,Freehold,5.0,2026-04,LANDED HOUSING DEVELOPMENT,GRAY LANE,15,Rest of Central Region,-,Resale,Land,2698,29044,not_clean
MARINE PARADE,5380000,388.6,Terrace House,Freehold,5.0,2026-04,LANDED HOUSING DEVELOPMENT,LORONG K TELOK KURAU,15,Outside Central Region,-,Resale,Land,1286,13845,not_clean
MARINE PARADE,7725000,293.0,Semi-Detached House,Freehold,5.0,2026-03,FRANKEL ESTATE,BURNFOOT TERRACE,15,Outside Central Region,-,Resale,Land,2449,26365,not_clean
MARINE PARADE,8000000,267.8,Semi-Detached House,Freehold,5.0,2026-03,LANDED HOUSING DEVELOPMENT,LANGSAT ROAD,15,Rest of Central Region,-,New Sale,Land,2775,29873,not_clean
MARINE PARADE,8380000,271.7,Semi-Detached House,Freehold,5.0,2026-03,LANDED HOUSING DEVELOPMENT,MARSHALL ROAD,15,Rest of Central Region,-,Resale,Land,2865,30843,not_clean
MARINE PARADE,8900000,277.6,Semi-Detached House,Freehold,5.0,2026-03,LANDED HOUSING DEVELOPMENT,ROSE LANE,15,Rest of Central Region,-,Resale,Land,2978,32061,not_clean
MARINE PARADE,15300000,640.3,Detached House,Freehold,5.0,2026-03,LANDED HOUSING DEVELOPMENT,BROADRICK ROAD,15,Rest of Central Region,-,Resale,Land,2220,23895,not_clean
MARINE PARADE,4900000,220.2,Terrace House,Freehold,5.0,2026-03,GOLDLEAF GARDENS,KURAU PLACE,15,Outside Central Region,-,Resale,Land,2067,22252,not_clean
MARINE PARADE,3530000,119.7,Terrace House,Freehold,5.0,2026-03,OPERA ESTATE,DAFNE STREET,15,Outside Central Region,-,Resale,Land,2740,29490,not_clean
MARINE PARADE,4125000,200.5,Terrace House,Freehold,5.0,2026-03,OPERA ESTATE,DIDO STREET,15,Outside Central Region,-,Resale,Land,1911,20574,not_clean
MARINE PARADE,9520000,261.02,Semi-Detached House,Freehold,5.0,2026-03,LANDED HOUSING DEVELOPMENT,SEA AVENUE,15,Rest of Central Region,-,Resale,Land,3388,36472,not_clean
MARINE PARADE,15100000,527.3,Detached House,Freehold,5.0,2026-03,LANDED HOUSING DEVELOPMENT,AVON ROAD,15,Rest of Central Region,-,Resale,Land,2660,28636,not_clean
MARINE PARADE,4600000,162.4,Terrace House,Freehold,5.0,2026-03,LANDED HOUSING DEVELOPMENT,JOO CHIAT PLACE,15,Outside Central Region,-,Resale,Land,2631,28325,not_clean
MARINE PARADE,6100000,150.6,Terrace House,Freehold,5.0,2026-03,LANDED HOUSING DEVELOPMENT,JOO CHIAT TERRACE,15,Rest of Central Region,-,Resale,Land,3763,40505,not_clean
MARINE PARADE,5288888,218.6,Terrace House,Freehold,5.0,2026-03,LANDED HOUSING DEVELOPMENT,JOO CHIAT AVENUE,15,Outside Central Region,-,Resale,Land,2248,24194,not_clean
MARINE PARADE,4880000,207.6,Semi-Detached House,Freehold,5.0,2026-03,FRANKEL ESTATE,SIGLAP ROAD,15,Outside Central Region,-,Resale,Land,2184,23507,not_clean
MARINE PARADE,16900000,587.2,Detached House,Freehold,5.0,2026-03,LANDED HOUSING DEVELOPMENT,BRANKSOME ROAD,15,Rest of Central Region,-,Resale,Land,2674,28781,not_clean
MARINE PARADE,8800000,367.2,Semi-Detached House,Freehold,5.0,2026-03,FRANKEL ESTATE,YARROW GARDENS,15,Outside Central Region,-,Resale,Land,2226,23965,not_clean
MARINE PARADE,10000000,420.1,Detached House,Freehold,5.0,2026-03,LANDED HOUSING DEVELOPMENT,TEMBELING ROAD,15,Rest of Central Region,-,Resale,Land,2211,23804,not_clean
MARINE PARADE,4480000,187.0,Terrace House,Freehold,5.0,2026-02,LANDED HOUSING DEVELOPMENT,LORONG STANGEE,15,Rest of Central Region,-,Resale,Land,2226,23957,not_clean
MARINE PARADE,4615000,155.1,Terrace House,Freehold,5.0,2026-02,OPERA ESTATE,JALAN BINTANG TIGA,15,Outside Central Region,-,Resale,Land,2764,29755,not_clean
MARINE PARADE,8066000,278.8,Semi-Detached House,Freehold,5.0,2026-02,OPERA ESTATE,LAKME STREET,15,Outside Central Region,-,Resale,Land,2688,28931,not_clean
MARINE PARADE,9800000,497.7,Detached House,Freehold,5.0,2026-02,LANDED HOUSING DEVELOPMENT,PALM DRIVE,15,Outside Central Region,-,Resale,Land,1829,19691,not_clean
MARINE PARADE,5750000,138.0,Terrace House,Freehold,5.0,2026-02,LANDED HOUSING DEVELOPMENT,LORONG STANGEE,15,Rest of Central Region,-,Resale,Land,3871,41667,not_clean
MARINE PARADE,4688000,150.0,Terrace House,Freehold,5.0,2026-02,GOLDLEAF GARDENS,KURAU GROVE,15,Outside Central Region,-,Resale,Land,2904,31253,not_clean
MARINE PARADE,8168000,225.9,Semi-Detached House,Freehold,5.0,2026-02,LANDED HOUSING DEVELOPMENT,PALM ROAD,15,Outside Central Region,-,Resale,Land,3359,36158,not_clean
MARINE PARADE,16800000,629.8,Detached House,Freehold,5.0,2026-02,D'WILKINSON,WILKINSON ROAD,15,Rest of Central Region,-,Resale,Land,2478,26675,not_clean
MARINE PARADE,5250000,150.5,Terrace House,Freehold,5.0,2026-02,LANDED HOUSING DEVELOPMENT,MARTIA ROAD,15,Outside Central Region,-,Resale,Land,3241,34884,not_clean
MARINE PARADE,21150000,1233.7,Detached House,Freehold,5.0,2026-02,LANDED HOUSING DEVELOPMENT,SERAYA LANE,15,Rest of Central Region,-,Resale,Land,1593,17144,not_clean
MARINE PARADE,8888888,389.0,Semi-Detached House,Freehold,5.0,2026-02,LANDED HOUSING DEVELOPMENT,GOODMAN ROAD,15,Rest of Central Region,-,Resale,Land,2123,22851,not_clean
MARINE PARADE,5000000,216.7,Terrace House,Freehold,5.0,2026-02,OPERA ESTATE,DIDO STREET,15,Outside Central Region,-,Resale,Land,2144,23073,not_clean
MARINE PARADE,4250000,120.4,Terrace House,Freehold,5.0,2026-02,OPERA ESTATE,DAFNE STREET,15,Outside Central Region,-,Resale,Land,3279,35299,not_clean
MARINE PARADE,4100000,189.3,Terrace House,Freehold,5.0,2026-02,LANDED HOUSING DEVELOPMENT,EVERITT ROAD NORTH,15,Rest of Central Region,-,Resale,Land,2012,21659,not_clean
MARINE PARADE,3950000,131.3,Terrace House,Freehold,5.0,2026-02,LANDED HOUSING DEVELOPMENT,LANGSAT ROAD,15,Rest of Central Region,-,Resale,Land,2795,30084,not_clean
MARINE PARADE,4880000,225.0,Terrace House,Freehold,5.0,2026-02,OPERA ESTATE,TERANG BULAN AVENUE,15,Outside Central Region,-,Resale,Land,2015,21689,not_clean
MARINE PARADE,8688000,283.85,Semi-Detached House,Freehold,5.0,2026-02,LANDED HOUSING DEVELOPMENT,PALM AVENUE,15,Outside Central Region,-,New Sale,Land,2844,30608,not_clean
MARINE PARADE,5280000,162.0,Terrace House,Freehold,5.0,2026-02,LANDED HOUSING DEVELOPMENT,LORONG STANGEE,15,Rest of Central Region,-,Resale,Land,3028,32593,not_clean
MARINE PARADE,4700000,143.4,Terrace House,Freehold,5.0,2026-02,LANDED HOUSING DEVELOPMENT,BOWMONT GARDENS,15,Outside Central Region,-,Resale,Land,3045,32775,not_clean
MARINE PARADE,14466900,715.1,Detached House,Freehold,5.0,2026-02,FRANKEL ESTATE,SIGLAP BANK,15,Outside Central Region,-,Resale,Land,1879,20231,not_clean
MARINE PARADE,4180000,155.1,Terrace House,Freehold,5.0,2026-02,OPERA ESTATE,JALAN TERANG BULAN,15,Outside Central Region,-,Resale,Land,2504,26950,not_clean
MARINE PARADE,12130000,682.3,Detached House,Freehold,5.0,2026-02,LANDED HOUSING DEVELOPMENT,WOO MON CHEW ROAD,15,Outside Central Region,-,Resale,Land,1652,17778,not_clean
MARINE PARADE,8480000,278.6,Semi-Detached House,Freehold,5.0,2026-02,OPERA ESTATE,LAKME STREET,15,Outside Central Region,-,New Sale,Land,2828,30438,not_clean
MARINE PARADE,3400000,119.4,Terrace House,Freehold,5.0,2026-01,OPERA ESTATE,AIDA STREET,15,Outside Central Region,-,Resale,Land,2645,28476,not_clean
MARINE PARADE,2500000,175.2,Terrace House,Freehold,5.0,2026-01,OPERA ESTATE,FIDELIO STREET,15,Outside Central Region,-,Resale,Land,1326,14269,not_clean
MARINE PARADE,3835000,153.4,Terrace House,Freehold,5.0,2026-01,OPERA ESTATE,FIDELIO STREET,15,Outside Central Region,-,Resale,Land,2323,25000,not_clean
MARINE PARADE,4480000,175.8,Terrace House,Freehold,5.0,2026-01,OPERA ESTATE,TERANG BULAN AVENUE,15,Outside Central Region,-,Resale,Land,2367,25484,not_clean
MARINE PARADE,5000000,184.7,Terrace House,Freehold,5.0,2026-01,LANDED HOUSING DEVELOPMENT,JOO CHIAT WALK,15,Outside Central Region,-,Resale,Land,2515,27071,not_clean
MARINE PARADE,6167207,421.1,Semi-Detached House,Freehold,5.0,2026-01,LANDED HOUSING DEVELOPMENT,LORONG G TELOK KURAU,15,Outside Central Region,-,Resale,Land,1361,14645,not_clean
MARINE PARADE,3618888,118.9,Terrace House,Freehold,5.0,2026-01,OPERA ESTATE,DAFNE STREET,15,Outside Central Region,-,Resale,Land,2828,30436,not_clean
MARINE PARADE,6100000,156.5,Terrace House,Freehold,5.0,2026-01,CAYMAN RESIDENCES,EAST COAST AVENUE,15,Outside Central Region,-,Resale,Land,3621,38978,not_clean
MARINE PARADE,10016888,258.98,Semi-Detached House,Freehold,5.0,2026-01,LANDED HOUSING DEVELOPMENT,BOURNEMOUTH ROAD,15,Rest of Central Region,-,New Sale,Land,3593,38678,not_clean
MARINE PARADE,9550000,446.8,Terrace House,Freehold,5.0,2026-01,LANDED HOUSING DEVELOPMENT,MUGLISTON ROAD,15,Rest of Central Region,-,Resale,Land,1986,21374,not_clean
MARINE PARADE,6550000,266.7,Semi-Detached House,Freehold,5.0,2026-01,LANDED HOUSING DEVELOPMENT,ST. PATRICK'S ROAD,15,Outside Central Region,-,Resale,Land,2282,24559,not_clean
MARINE PARADE,4900000,144.2,Terrace House,Freehold,5.0,2026-01,LANDED HOUSING DEVELOPMENT,JOO CHIAT PLACE,15,Rest of Central Region,-,Resale,Land,3157,33981,not_clean
MARINE PARADE,7500000,171.0,Terrace House,Freehold,5.0,2025-12,LANDED HOUSING DEVELOPMENT,EAST COAST ROAD,15,Rest of Central Region,-,Resale,Land,4075,43860,not_clean
MARINE PARADE,6680000,161.5,Terrace House,Freehold,5.0,2025-12,LANDED HOUSING DEVELOPMENT,CARPMAEL ROAD,15,Rest of Central Region,-,Resale,Land,3843,41362,not_clean
MARINE PARADE,7420000,283.7,Terrace House,Freehold,5.0,2025-12,SEASIDE PARK,EAST COAST ROAD,15,Outside Central Region,-,Resale,Land,2430,26154,not_clean
MARINE PARADE,5550000,148.6,Terrace House,Freehold,5.0,2025-12,OPERA ESTATE,ERNANI STREET,15,Outside Central Region,-,Resale,Land,3470,37349,not_clean
MARINE PARADE,4450000,145.5,Terrace House,Freehold,5.0,2025-12,LANDED HOUSING DEVELOPMENT,TENG TONG ROAD,15,Rest of Central Region,-,Resale,Land,2841,30584,not_clean
MARINE PARADE,8100000,219.5,Semi-Detached House,Freehold,5.0,2025-12,LANDED HOUSING DEVELOPMENT,PALM ROAD,15,Outside Central Region,-,Sub Sale,Land,3428,36902,not_clean
MARINE PARADE,5300000,109.7,Terrace House,Freehold,5.0,2025-12,LANDED HOUSING DEVELOPMENT,LANGSAT ROAD,15,Rest of Central Region,-,Resale,Land,4488,48314,not_clean
MARINE PARADE,4880000,119.3,Terrace House,Freehold,5.0,2025-12,LANDED HOUSING DEVELOPMENT,EVERITT ROAD,15,Rest of Central Region,-,Resale,Land,3800,40905,not_clean
MARINE PARADE,4200000,152.5,Terrace House,Freehold,5.0,2025-12,CATHAY GARDEN,KERIS DRIVE,15,Outside Central Region,-,Resale,Land,2559,27541,not_clean
MARINE PARADE,5000000,165.1,Terrace House,Freehold,5.0,2025-12,LANDED HOUSING DEVELOPMENT,SERAYA ROAD,15,Rest of Central Region,-,Resale,Land,2814,30285,not_clean
MARINE PARADE,8380000,298.8,Semi-Detached House,Freehold,5.0,2025-11,LYNDHURST GROVE,LYNDHURST ROAD,15,Rest of Central Region,-,Resale,Land,2605,28046,not_clean
MARINE PARADE,6418000,251.2,Semi-Detached House,Freehold,5.0,2025-11,LANDED HOUSING DEVELOPMENT,LORONG H TELOK KURAU,15,Outside Central Region,-,Resale,Land,2374,25549,not_clean
MARINE PARADE,7455000,282.7,Semi-Detached House,Freehold,5.0,2025-11,LANDED HOUSING DEVELOPMENT,RAMBAI ROAD,15,Rest of Central Region,-,Resale,Land,2450,26371,not_clean
MARINE PARADE,4300000,175.9,Terrace House,Freehold,5.0,2025-11,LANDED HOUSING DEVELOPMENT,DUKU LANE,15,Rest of Central Region,-,Resale,Land,2271,24446,not_clean
MARINE PARADE,4700000,119.0,Terrace House,Freehold,5.0,2025-11,LANDED HOUSING DEVELOPMENT,MANGIS ROAD,15,Rest of Central Region,-,Resale,Land,3669,39496,not_clean
MARINE PARADE,4680000,102.3,Terrace House,Freehold,5.0,2025-11,LANDED HOUSING DEVELOPMENT,JOO CHIAT PLACE,15,Rest of Central Region,-,Resale,Land,4250,45748,not_clean
MARINE PARADE,7200000,416.3,Semi-Detached House,Freehold,5.0,2025-11,SEASIDE PARK,JALAN PUTERI JULA JULI,15,Outside Central Region,-,Resale,Land,1607,17295,not_clean
MARINE PARADE,5800000,349.7,Semi-Detached House,Freehold,5.0,2025-11,LANDED HOUSING DEVELOPMENT,JALAN TANAH PUTEH,15,Outside Central Region,-,Resale,Land,1541,16586,not_clean
MARINE PARADE,4611999,164.1,Terrace House,Freehold,5.0,2025-11,LANDED HOUSING DEVELOPMENT,JOO CHIAT WALK,15,Outside Central Region,-,Resale,Land,2611,28105,not_clean
MARINE PARADE,9100000,284.7,Semi-Detached House,Freehold,5.0,2025-11,LANDED HOUSING DEVELOPMENT,ROSE LANE,15,Rest of Central Region,-,Resale,Land,2969,31963,not_clean
MARINE PARADE,21500000,872.8,Detached House,Freehold,5.0,2025-11,LANDED HOUSING DEVELOPMENT,BOURNEMOUTH ROAD,15,Rest of Central Region,-,Resale,Land,2288,24633,not_clean
MARINE PARADE,7780000,222.5,Semi-Detached House,Freehold,5.0,2025-11,LANDED HOUSING DEVELOPMENT,WILKINSON ROAD,15,Rest of Central Region,-,Resale,Land,3248,34966,not_clean
MARINE PARADE,5368888,279.7,Terrace House,Freehold,5.0,2025-11,LANDED HOUSING DEVELOPMENT,LORONG 107 CHANGI,15,Rest of Central Region,-,Resale,Land,1783,19195,not_clean
MARINE PARADE,9220000,294.3,Semi-Detached House,Freehold,5.0,2025-11,OPERA ESTATE,FIDELIO STREET,15,Outside Central Region,-,Resale,Land,2910,31329,not_clean
MARINE PARADE,7700000,380.8,Semi-Detached House,Freehold,5.0,2025-11,LANDED HOUSING DEVELOPMENT,JALAN TANAH PUTEH,15,Outside Central Region,-,Resale,Land,1879,20221,not_clean
MARINE PARADE,6280000,163.9,Terrace House,Freehold,5.0,2025-11,LANDED HOUSING DEVELOPMENT,LORONG L TELOK KURAU,15,Outside Central Region,-,Resale,Land,3560,38316,not_clean
MARINE PARADE,4638000,245.4,Terrace House,Freehold,5.0,2025-11,OPERA ESTATE,JALAN BANGSAWAN,15,Outside Central Region,-,Resale,Land,1756,18900,not_clean
MARINE PARADE,15000000,684.0,Detached House,Freehold,5.0,2025-11,LANDED HOUSING DEVELOPMENT,EAST COAST DRIVE,15,Outside Central Region,-,Resale,Land,2037,21930,not_clean
MARINE PARADE,4380000,157.0,Terrace House,Freehold,5.0,2025-11,SOUTH UNION PARK,ELITE TERRACE,15,Outside Central Region,-,Resale,Land,2592,27898,not_clean
MARINE PARADE,4528888,160.8,Terrace House,Freehold,5.0,2025-11,LANDED HOUSING DEVELOPMENT,LORONG J TELOK KURAU,15,Outside Central Region,-,Resale,Land,2617,28165,not_clean
MARINE PARADE,21250000,805.7,Detached House,Freehold,5.0,2025-11,LANDED HOUSING DEVELOPMENT,WALTON ROAD,15,Rest of Central Region,-,Resale,Land,2450,26375,not_clean
MARINE PARADE,5450000,149.8,Terrace House,Freehold,5.0,2025-11,LANDED HOUSING DEVELOPMENT,ONAN ROAD,15,Rest of Central Region,-,Resale,Land,3380,36382,not_clean
MARINE PARADE,7500000,295.3,Semi-Detached House,Freehold,5.0,2025-11,LANDED HOUSING DEVELOPMENT,JALAN PUTERI JULA JULI,15,Outside Central Region,-,Resale,Land,2360,25398,not_clean
MARINE PARADE,4088000,129.4,Terrace House,Freehold,5.0,2025-11,OPERA ESTATE,RIENZI STREET,15,Outside Central Region,-,Resale,Land,2935,31592,not_clean
MARINE PARADE,5280000,242.5,Terrace House,Freehold,5.0,2025-11,LANDED HOUSING DEVELOPMENT,JALAN SEMPADAN,15,Outside Central Region,-,Resale,Land,2023,21773,not_clean
MARINE PARADE,4830000,178.0,Terrace House,Freehold,5.0,2025-10,LANDED HOUSING DEVELOPMENT,ONAN ROAD,15,Rest of Central Region,-,Resale,Land,2521,27135,not_clean
MARINE PARADE,4900000,238.7,Terrace House,Freehold,5.0,2025-10,OPERA ESTATE,FIDELIO STREET,15,Outside Central Region,-,Resale,Land,1907,20528,not_clean
MARINE PARADE,11500000,500.4,Semi-Detached House,Freehold,5.0,2025-10,LANDED HOUSING DEVELOPMENT,BOURNEMOUTH ROAD,15,Rest of Central Region,-,Resale,Land,2135,22982,not_clean
MARINE PARADE,9000000,340.8,Semi-Detached House,Freehold,5.0,2025-10,LANDED HOUSING DEVELOPMENT,PARKSTONE ROAD,15,Rest of Central Region,-,Resale,Land,2453,26408,not_clean
MARINE PARADE,12000000,435.2,Terrace House,Freehold,5.0,2025-10,LANDED HOUSING DEVELOPMENT,TENG TONG ROAD,15,Rest of Central Region,-,Resale,Land,2562,27574,not_clean
