source_url,source_slug,name,row_count,status,error
https://www.edgeprop.sg/landed-house/greenwood-mews,greenwood-mews,GREENWOOD MEWS,10,ok,
https://www.edgeprop.sg/landed-house/greenwood-villas,greenwood-villas,GREENWOOD VILLAS,20,ok,
https://www.edgeprop.sg/landed-house/grove-residence,grove-residence,GROVE RESIDENCE,6,ok,
https://www.edgeprop.sg/landed-house/gryphon-terrace,gryphon-terrace,GRYPHON TERRACE,20,ok,
https://www.edgeprop.sg/landed-house/guan-soon-terrace,guan-soon-terrace,GUAN SOON TERRACE,20,ok,
https://www.edgeprop.sg/landed-house/guan-soon-villas,guan-soon-villas,GUAN SOON VILLAS,0,ok,
https://www.edgeprop.sg/landed-house/hai-sing-park,hai-sing-park,HAI SING PARK,0,ok,
https://www.edgeprop.sg/landed-house/haigsville,haigsville,HAIGSVILLE,6,ok,
https://www.edgeprop.sg/landed-house/hampstead,hampstead,HAMPSTEAD,1,ok,
https://www.edgeprop.sg/landed-house/happy-estate,happy-estate,HAPPY ESTATE,70,ok,
https://www.edgeprop.sg/landed-house/happy-gardens,happy-gardens,HAPPY GARDENS,10,ok,
https://www.edgeprop.sg/landed-house/happy-park,happy-park,HAPPY PARK,10,ok,
https://www.edgeprop.sg/landed-house/harbour-residences,harbour-residences,HARBOUR RESIDENCES,6,ok,
https://www.edgeprop.sg/landed-house/harbour-view-gardens,harbour-view-gardens,HARBOUR VIEW GARDEN,6,ok,
https://www.edgeprop.sg/landed-house/harvey-residences,harvey-residences,HARVEY RESIDENCES,8,ok,
https://www.edgeprop.sg/landed-house/harvey-view,harvey-view,HARVEY VIEW,40,ok,
https://www.edgeprop.sg/landed-house/hausserangoon-garden,hausserangoon-garden,HAUS@SERANGOON GARDEN,126,ok,
https://www.edgeprop.sg/landed-house/hazel-park-terrace,hazel-park-terrace,HAZEL PARK TERRACE,70,ok,
https://www.edgeprop.sg/landed-house/heeton-class,heeton-class,HEETON CLASS,1,ok,
https://www.edgeprop.sg/landed-house/heeton-classic,heeton-classic,HEETON CLASSIC,60,ok,
https://www.edgeprop.sg/landed-house/heeton-park,heeton-park,HEETON PARK,10,ok,
https://www.edgeprop.sg/landed-house/helicona-lodge,helicona-lodge,HELICONA LODGE,0,ok,
https://www.edgeprop.sg/landed-house/henley-gardens,henley-gardens,HENLEY GARDENS,69,ok,
https://www.edgeprop.sg/landed-house/henry-park,henry-park,HENRY PARK,160,ok,
