ref_quarter,project_name,street_name,postal_district,median_psf_pm,psf25,psf75,x,y
2024Q3,THE VERVE,JALAN RAJAH,12,5.39,4.58,6,29657.90724,34443.76752
2024Q4,THE VERVE,JALAN RAJAH,12,5.22,4.98,6,29657.90724,34443.76752
2025Q4,THE VERVE,JALAN RAJAH,12,5.78,4.98,6.34,29657.90724,34443.76752
2026Q2,THE VERVE,JALAN RAJAH,12,5.35,4.89,6.51,29657.90724,34443.76752
2026Q1,THE VERVE,JALAN RAJAH,12,5.06,4.33,6.2,29657.90724,34443.76752
2025Q2,THE VERVE,JALAN RAJAH,12,4.69,4.58,5.81,29657.90724,34443.76752
2025Q3,THE VERVE,JALAN RAJAH,12,5.21,4.8,6.03,29657.90724,34443.76752
2023Q3,WESTCOVE CONDOMINIUM,WEST COAST CRESCENT,05,3.65,3.49,4.08,20525.56653,31168.91918
2023Q4,WESTCOVE CONDOMINIUM,WEST COAST CRESCENT,05,3.75,3.55,4.09,20525.56653,31168.91918
2024Q2,WESTCOVE CONDOMINIUM,WEST COAST CRESCENT,05,3.77,3.62,3.91,20525.56653,31168.91918
2025Q1,WESTCOVE CONDOMINIUM,WEST COAST CRESCENT,05,3.86,3.46,4.06,20525.56653,31168.91918
2024Q3,WESTCOVE CONDOMINIUM,WEST COAST CRESCENT,05,3.93,3.49,4.21,20525.56653,31168.91918
2024Q4,WESTCOVE CONDOMINIUM,WEST COAST CRESCENT,05,3.73,3.53,3.93,20525.56653,31168.91918
2025Q3,WESTCOVE CONDOMINIUM,WEST COAST CRESCENT,05,3.8,3.45,4.29,20525.56653,31168.91918
2025Q4,WESTCOVE CONDOMINIUM,WEST COAST CRESCENT,05,3.78,3.59,3.95,20525.56653,31168.91918
2026Q1,WESTCOVE CONDOMINIUM,WEST COAST CRESCENT,05,3.96,3.72,4.12,20525.56653,31168.91918
2025Q2,WESTCOVE CONDOMINIUM,WEST COAST CRESCENT,05,3.82,3.56,3.91,20525.56653,31168.91918
2026Q2,WESTCOVE CONDOMINIUM,WEST COAST CRESCENT,05,3.89,3.67,4.1,20525.56653,31168.91918
2023Q4,MARGARET VILLE,MARGARET DRIVE,03,6.99,6.54,7.54,24599.08835,31310.36881
2024Q1,MARGARET VILLE,MARGARET DRIVE,03,6.7,6.15,7.29,24599.08835,31310.36881
2023Q3,MARGARET VILLE,MARGARET DRIVE,03,7.15,7,8.18,24599.08835,31310.36881
2024Q3,MARGARET VILLE,MARGARET DRIVE,03,6.53,6.27,6.87,24599.08835,31310.36881
2024Q4,MARGARET VILLE,MARGARET DRIVE,03,6.85,6.24,7.51,24599.08835,31310.36881
2024Q2,MARGARET VILLE,MARGARET DRIVE,03,6.67,6.26,7.13,24599.08835,31310.36881
2025Q1,MARGARET VILLE,MARGARET DRIVE,03,7.03,6.41,7.94,24599.08835,31310.36881
2025Q4,MARGARET VILLE,MARGARET DRIVE,03,6.83,6.5,7.02,24599.08835,31310.36881
2026Q1,MARGARET VILLE,MARGARET DRIVE,03,6.57,6.34,6.85,24599.08835,31310.36881
2025Q2,MARGARET VILLE,MARGARET DRIVE,03,7.13,6.64,7.56,24599.08835,31310.36881
2025Q3,MARGARET VILLE,MARGARET DRIVE,03,6.64,6.22,7.02,24599.08835,31310.36881
2026Q2,MARGARET VILLE,MARGARET DRIVE,03,6.83,6.43,7.07,24599.08835,31310.36881
2023Q4,10 SHELFORD,SHELFORD ROAD,11,6.01,4.58,6.51,25676.83957,34217.25436
2024Q4,10 SHELFORD,SHELFORD ROAD,11,6.19,4.47,6.48,25676.83957,34217.25436
2024Q2,10 SHELFORD,SHELFORD ROAD,11,5.97,5.7,6.53,25676.83957,34217.25436
2025Q1,10 SHELFORD,SHELFORD ROAD,11,6.45,3.94,6.71,25676.83957,34217.25436
2025Q3,10 SHELFORD,SHELFORD ROAD,11,6.41,4.61,6.88,25676.83957,34217.25436
2023Q3,THE SCALA,SERANGOON AVENUE 3,19,5.66,5.18,6.44,31558.13012,36926.96744
2023Q4,THE SCALA,SERANGOON AVENUE 3,19,5.23,5.06,6.39,31558.13012,36926.96744
2024Q1,THE SCALA,SERANGOON AVENUE 3,19,5.39,5.09,6.32,31558.13012,36926.96744
2024Q3,THE SCALA,SERANGOON AVENUE 3,19,5.4,5.08,6.02,31558.13012,36926.96744
2024Q4,THE SCALA,SERANGOON AVENUE 3,19,5.12,4.84,5.75,31558.13012,36926.96744
2024Q2,THE SCALA,SERANGOON AVENUE 3,19,5.33,4.87,5.89,31558.13012,36926.96744
2025Q1,THE SCALA,SERANGOON AVENUE 3,19,5.24,4.7,6.4,31558.13012,36926.96744
2025Q4,THE SCALA,SERANGOON AVENUE 3,19,5.92,5.19,6.54,31558.13012,36926.96744
2026Q2,THE SCALA,SERANGOON AVENUE 3,19,5.29,5.03,5.7,31558.13012,36926.96744
2026Q1,THE SCALA,SERANGOON AVENUE 3,19,5.25,5.07,5.75,31558.13012,36926.96744
2025Q2,THE SCALA,SERANGOON AVENUE 3,19,5.3,5.07,5.7,31558.13012,36926.96744
2025Q3,THE SCALA,SERANGOON AVENUE 3,19,5.39,4.98,6.33,31558.13012,36926.96744
2024Q1,CUSCADEN RESIDENCES,CUSCADEN ROAD,10,5.44,5.21,5.65,27286.32322,31921.46989
2023Q4,CUSCADEN RESIDENCES,CUSCADEN ROAD,10,5.42,5.06,5.55,27286.32322,31921.46989
2023Q3,CUSCADEN RESIDENCES,CUSCADEN ROAD,10,5.73,5.59,5.87,27286.32322,31921.46989
2024Q3,CUSCADEN RESIDENCES,CUSCADEN ROAD,10,5.27,5.19,5.48,27286.32322,31921.46989
2024Q4,CUSCADEN RESIDENCES,CUSCADEN ROAD,10,5.2,5.1,5.25,27286.32322,31921.46989
2025Q1,CUSCADEN RESIDENCES,CUSCADEN ROAD,10,5.16,4.98,5.2,27286.32322,31921.46989
2025Q4,CUSCADEN RESIDENCES,CUSCADEN ROAD,10,5.32,5.09,5.56,27286.32322,31921.46989
2025Q2,CUSCADEN RESIDENCES,CUSCADEN ROAD,10,5.16,4.97,5.25,27286.32322,31921.46989
2025Q3,CUSCADEN RESIDENCES,CUSCADEN ROAD,10,5.4,5.29,5.67,27286.32322,31921.46989
2026Q2,CUSCADEN RESIDENCES,CUSCADEN ROAD,10,5.25,5.2,5.49,27286.32322,31921.46989
2023Q3,HARBOUR VIEW TOWERS,TELOK BLANGAH DRIVE,04,4.26,4.06,4.72,25248.00062,28284.19378
2024Q3,HARBOUR VIEW TOWERS,TELOK BLANGAH DRIVE,04,3.75,3.45,4.15,25248.00062,28284.19378
2024Q4,HARBOUR VIEW TOWERS,TELOK BLANGAH DRIVE,04,4.14,3.51,4.38,25248.00062,28284.19378
2025Q1,HARBOUR VIEW TOWERS,TELOK BLANGAH DRIVE,04,4.23,3.78,4.61,25248.00062,28284.19378
2025Q4,HARBOUR VIEW TOWERS,TELOK BLANGAH DRIVE,04,4.72,3.98,4.9,25248.00062,28284.19378
2026Q1,HARBOUR VIEW TOWERS,TELOK BLANGAH DRIVE,04,4.39,3.9,4.77,25248.00062,28284.19378
2025Q3,HARBOUR VIEW TOWERS,TELOK BLANGAH DRIVE,04,4.21,3.66,4.68,25248.00062,28284.19378
2023Q4,PARC IMPERIAL,PASIR PANJANG ROAD,05,7.38,7.06,7.72,22480.15063,29317.40053
2024Q1,PARC IMPERIAL,PASIR PANJANG ROAD,05,7.28,6.66,7.53,22480.15063,29317.40053
2023Q3,PARC IMPERIAL,PASIR PANJANG ROAD,05,7.53,7.29,7.85,22480.15063,29317.40053
2024Q3,PARC IMPERIAL,PASIR PANJANG ROAD,05,7.53,6.85,7.86,22480.15063,29317.40053
2024Q4,PARC IMPERIAL,PASIR PANJANG ROAD,05,7.4,7.15,7.78,22480.15063,29317.40053
2024Q2,PARC IMPERIAL,PASIR PANJANG ROAD,05,7.13,6.61,7.89,22480.15063,29317.40053
2025Q1,PARC IMPERIAL,PASIR PANJANG ROAD,05,7.28,6.53,7.78,22480.15063,29317.40053
2025Q4,PARC IMPERIAL,PASIR PANJANG ROAD,05,7.48,7.28,8.08,22480.15063,29317.40053
2026Q1,PARC IMPERIAL,PASIR PANJANG ROAD,05,7.33,6.91,8,22480.15063,29317.40053
2025Q2,PARC IMPERIAL,PASIR PANJANG ROAD,05,7.15,6.7,7.28,22480.15063,29317.40053
2025Q3,PARC IMPERIAL,PASIR PANJANG ROAD,05,7.38,7.15,7.66,22480.15063,29317.40053
2026Q2,PARC IMPERIAL,PASIR PANJANG ROAD,05,7.28,6.88,7.45,22480.15063,29317.40053
2023Q4,8@WOODLEIGH,WOODLEIGH CLOSE,13,5.14,4.97,6.64,32049.20109,35404.27824
2023Q3,8@WOODLEIGH,WOODLEIGH CLOSE,13,5.16,4.91,5.37,32049.20109,35404.27824
2024Q1,8@WOODLEIGH,WOODLEIGH CLOSE,13,5,4.78,5.37,32049.20109,35404.27824
2024Q4,8@WOODLEIGH,WOODLEIGH CLOSE,13,5.14,4.91,5.4,32049.20109,35404.27824
2024Q2,8@WOODLEIGH,WOODLEIGH CLOSE,13,5,4.6,6,32049.20109,35404.27824
2025Q1,8@WOODLEIGH,WOODLEIGH CLOSE,13,5.09,4.92,5.44,32049.20109,35404.27824
2024Q3,8@WOODLEIGH,WOODLEIGH CLOSE,13,5.09,4.99,5.26,32049.20109,35404.27824
2026Q1,8@WOODLEIGH,WOODLEIGH CLOSE,13,5.3,5,5.49,32049.20109,35404.27824
2025Q2,8@WOODLEIGH,WOODLEIGH CLOSE,13,5.28,5,5.99,32049.20109,35404.27824
2025Q3,8@WOODLEIGH,WOODLEIGH CLOSE,13,5.1,4.79,5.34,32049.20109,35404.27824
2026Q2,8@WOODLEIGH,WOODLEIGH CLOSE,13,5.42,4.96,6.41,32049.20109,35404.27824
2026Q1,YISHUN SAPPHIRE,CANBERRA DRIVE,27,3.12,2.94,3.29,27701.5029,46881.2339
2024Q1,CAVENDISH PARK,PINE GROVE,21,4.18,4.05,4.2,21627.08831,33224.81912
2023Q4,CAVENDISH PARK,PINE GROVE,21,4.22,3.94,4.49,21627.08831,33224.81912
2023Q3,CAVENDISH PARK,PINE GROVE,21,4.07,3.8,4.26,21627.08831,33224.81912
2024Q3,CAVENDISH PARK,PINE GROVE,21,4.07,3.64,4.61,21627.08831,33224.81912
2026Q1,CAVENDISH PARK,PINE GROVE,21,4.16,4.01,4.39,21627.08831,33224.81912
2025Q3,CAVENDISH PARK,PINE GROVE,21,3.67,3.51,4.05,21627.08831,33224.81912
2026Q2,CAVENDISH PARK,PINE GROVE,21,4.11,3.97,4.32,21627.08831,33224.81912
2024Q3,CUSCADEN RESERVE,CUSCADEN ROAD,10,8.55,8.42,8.78,27101.975,31780.86982
2024Q4,CUSCADEN RESERVE,CUSCADEN ROAD,10,8.44,8.17,8.86,27101.975,31780.86982
2025Q1,CUSCADEN RESERVE,CUSCADEN ROAD,10,8.54,8.07,8.71,27101.975,31780.86982
2026Q1,CUSCADEN RESERVE,CUSCADEN ROAD,10,8.58,8.09,8.77,27101.975,31780.86982
2025Q2,CUSCADEN RESERVE,CUSCADEN ROAD,10,8.32,8.05,8.57,27101.975,31780.86982
2025Q3,CUSCADEN RESERVE,CUSCADEN ROAD,10,8.58,8,8.67,27101.975,31780.86982
2024Q1,LOTUS AT JOO CHIAT,EVERITT ROAD,15,4.35,3.74,5.16,35672.69914,32920.70953
2024Q4,LOTUS AT JOO CHIAT,EVERITT ROAD,15,3.9,3.38,4.7,35672.69914,32920.70953
2023Q3,E MAISON,BRADDELL ROAD,13,4.73,4.25,4.85,31945.4059,36256.3451
2026Q1,E MAISON,BRADDELL ROAD,13,4.59,4.26,4.98,31945.4059,36256.3451
2023Q3,THE AZURE,OCEAN DRIVE,04,5.45,5.19,5.68,29628.03341,26004.79576
2024Q3,THE AZURE,OCEAN DRIVE,04,4.86,4.63,4.97,29628.03341,26004.79576
2024Q4,THE AZURE,OCEAN DRIVE,04,5.18,4.9,5.43,29628.03341,26004.79576
2024Q2,THE AZURE,OCEAN DRIVE,04,4.72,4.52,5.15,29628.03341,26004.79576
2026Q1,THE AZURE,OCEAN DRIVE,04,5.08,4.79,5.27,29628.03341,26004.79576
2025Q2,THE AZURE,OCEAN DRIVE,04,5.48,4.95,5.64,29628.03341,26004.79576
2023Q4,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,19,5.31,4.82,5.7,35670.04728,39502.63349
2024Q1,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,19,4.79,4.43,5.23,35670.04728,39502.63349
2023Q3,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,19,5.07,4.7,5.47,35670.04728,39502.63349
2024Q3,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,19,4.65,4.12,5.13,35670.04728,39502.63349
2024Q4,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,19,4.87,4.5,5.57,35670.04728,39502.63349
2024Q2,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,19,4.72,4.34,5.21,35670.04728,39502.63349
2025Q1,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,19,4.72,4.42,5.14,35670.04728,39502.63349
2025Q4,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,19,4.61,4.24,5.2,35670.04728,39502.63349
2026Q1,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,19,4.57,4.36,5.21,35670.04728,39502.63349
2025Q2,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,19,4.72,4.5,5.21,35670.04728,39502.63349
2025Q3,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,19,4.72,4.39,5.12,35670.04728,39502.63349
2026Q2,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,19,4.79,4.53,5.16,35670.04728,39502.63349
2023Q4,OLEANDER TOWERS,LORONG 1 TOA PAYOH,12,4.3,4.03,4.48,29218.05311,35049.11631
2024Q1,OLEANDER TOWERS,LORONG 1 TOA PAYOH,12,3.93,3.74,4.12,29218.05311,35049.11631
2023Q3,OLEANDER TOWERS,LORONG 1 TOA PAYOH,12,3.72,3.5,4.15,29218.05311,35049.11631
2024Q3,OLEANDER TOWERS,LORONG 1 TOA PAYOH,12,4.13,3.89,4.33,29218.05311,35049.11631
2024Q4,OLEANDER TOWERS,LORONG 1 TOA PAYOH,12,4.17,3.65,4.3,29218.05311,35049.11631
2024Q2,OLEANDER TOWERS,LORONG 1 TOA PAYOH,12,4.25,3.77,4.41,29218.05311,35049.11631
2025Q1,OLEANDER TOWERS,LORONG 1 TOA PAYOH,12,4.34,4.09,4.53,29218.05311,35049.11631
2025Q4,OLEANDER TOWERS,LORONG 1 TOA PAYOH,12,4.3,3.82,4.39,29218.05311,35049.11631
2026Q1,OLEANDER TOWERS,LORONG 1 TOA PAYOH,12,4.14,3.82,4.17,29218.05311,35049.11631
2025Q2,OLEANDER TOWERS,LORONG 1 TOA PAYOH,12,4.03,3.98,4.36,29218.05311,35049.11631
2025Q3,OLEANDER TOWERS,LORONG 1 TOA PAYOH,12,3.94,3.71,4.32,29218.05311,35049.11631
2026Q2,OLEANDER TOWERS,LORONG 1 TOA PAYOH,12,4.05,3.84,4.48,29218.05311,35049.11631
2024Q3,THE LEGEND,BUKIT TIMAH ROAD,10,3.54,3.23,4.04,27567.82085,33404.13674
2026Q2,THE LEGEND,BUKIT TIMAH ROAD,10,3.91,3.75,4.08,27567.82085,33404.13674
2023Q3,EIGHT RIVERSUITES,WHAMPOA EAST,12,5.51,5.15,7.05,31447.44333,33768.57764
2023Q4,EIGHT RIVERSUITES,WHAMPOA EAST,12,5.57,5.1,6.85,31447.44333,33768.57764
2024Q1,EIGHT RIVERSUITES,WHAMPOA EAST,12,5.57,5,6.6,31447.44333,33768.57764
2024Q3,EIGHT RIVERSUITES,WHAMPOA EAST,12,5.41,4.95,6.8,31447.44333,33768.57764
2024Q4,EIGHT RIVERSUITES,WHAMPOA EAST,12,5.72,5.16,6.8,31447.44333,33768.57764
2024Q2,EIGHT RIVERSUITES,WHAMPOA EAST,12,5.55,5,6.8,31447.44333,33768.57764
2025Q1,EIGHT RIVERSUITES,WHAMPOA EAST,12,5.43,4.89,6.71,31447.44333,33768.57764
2025Q4,EIGHT RIVERSUITES,WHAMPOA EAST,12,6.06,5.27,6.8,31447.44333,33768.57764
2026Q1,EIGHT RIVERSUITES,WHAMPOA EAST,12,5.72,5.43,6.8,31447.44333,33768.57764
2025Q2,EIGHT RIVERSUITES,WHAMPOA EAST,12,5.57,5.21,6.68,31447.44333,33768.57764
2025Q3,EIGHT RIVERSUITES,WHAMPOA EAST,12,5.57,5.1,6.8,31447.44333,33768.57764
2026Q2,EIGHT RIVERSUITES,WHAMPOA EAST,12,6.56,5.43,6.83,31447.44333,33768.57764
2023Q3,THE VIRIDIAN,JALAN AMPAS,12,6.1,5.78,6.55,30047.28254,34255.79386
2025Q1,THE VIRIDIAN,JALAN AMPAS,12,5.71,5.51,5.92,30047.28254,34255.79386
2025Q4,THE VIRIDIAN,JALAN AMPAS,12,5.73,5.57,5.85,30047.28254,34255.79386
2025Q2,THE VIRIDIAN,JALAN AMPAS,12,5.88,5.55,5.93,30047.28254,34255.79386
2024Q2,PINEWOOD GARDENS,BALMORAL PARK,10,3.85,3.6,4.04,27629.90537,33075.52484
2025Q1,PINEWOOD GARDENS,BALMORAL PARK,10,3.95,3.83,4.12,27629.90537,33075.52484
2026Q2,PINEWOOD GARDENS,BALMORAL PARK,10,4.11,3.75,4.35,27629.90537,33075.52484
2023Q4,LEONIE CONDOTEL,LEONIE HILL ROAD,09,4.31,4.18,4.39,28073.61526,31038.16032
2024Q1,LEONIE CONDOTEL,LEONIE HILL ROAD,09,4.41,4.17,4.41,28073.61526,31038.16032
2023Q3,LEONIE CONDOTEL,LEONIE HILL ROAD,09,4.37,4.17,4.56,28073.61526,31038.16032
2024Q3,LEONIE CONDOTEL,LEONIE HILL ROAD,09,4.28,4.11,4.41,28073.61526,31038.16032
2024Q4,LEONIE CONDOTEL,LEONIE HILL ROAD,09,4.14,4.06,4.22,28073.61526,31038.16032
2024Q2,LEONIE CONDOTEL,LEONIE HILL ROAD,09,4.13,4.04,4.34,28073.61526,31038.16032
2025Q1,LEONIE CONDOTEL,LEONIE HILL ROAD,09,4.2,4.08,4.25,28073.61526,31038.16032
2025Q4,LEONIE CONDOTEL,LEONIE HILL ROAD,09,4.22,4.15,4.35,28073.61526,31038.16032
2026Q1,LEONIE CONDOTEL,LEONIE HILL ROAD,09,4.33,4.28,4.48,28073.61526,31038.16032
2025Q2,LEONIE CONDOTEL,LEONIE HILL ROAD,09,4.22,4.14,4.27,28073.61526,31038.16032
2025Q3,LEONIE CONDOTEL,LEONIE HILL ROAD,09,4.14,3.96,4.29,28073.61526,31038.16032
2026Q2,LEONIE CONDOTEL,LEONIE HILL ROAD,09,4.28,4.22,4.46,28073.61526,31038.16032
2023Q3,FORESQUE RESIDENCES,PETIR ROAD,23,4.65,4.24,5.05,21682.41413,39040.88207
2023Q4,FORESQUE RESIDENCES,PETIR ROAD,23,4.46,4.15,5.02,21682.41413,39040.88207
2024Q1,FORESQUE RESIDENCES,PETIR ROAD,23,4.65,4.16,4.86,21682.41413,39040.88207
2024Q3,FORESQUE RESIDENCES,PETIR ROAD,23,4.47,4,4.93,21682.41413,39040.88207
2024Q4,FORESQUE RESIDENCES,PETIR ROAD,23,4.88,4.42,5.83,21682.41413,39040.88207
2024Q2,FORESQUE RESIDENCES,PETIR ROAD,23,4.31,3.95,4.54,21682.41413,39040.88207
2025Q1,FORESQUE RESIDENCES,PETIR ROAD,23,4.51,4.01,4.87,21682.41413,39040.88207
2025Q4,FORESQUE RESIDENCES,PETIR ROAD,23,4.62,4.39,5.46,21682.41413,39040.88207
2026Q1,FORESQUE RESIDENCES,PETIR ROAD,23,4.58,4.33,5.09,21682.41413,39040.88207
2025Q2,FORESQUE RESIDENCES,PETIR ROAD,23,4.19,3.82,4.51,21682.41413,39040.88207
2025Q3,FORESQUE RESIDENCES,PETIR ROAD,23,4.5,4.05,4.85,21682.41413,39040.88207
2026Q2,FORESQUE RESIDENCES,PETIR ROAD,23,4.67,4.41,4.79,21682.41413,39040.88207
2024Q1,THE MARBELLA,MOUNT SINAI RISE,10,4.6,4.55,4.67,21836.49299,32962.4605
2023Q4,THE MARBELLA,MOUNT SINAI RISE,10,4.68,4.42,4.74,21836.49299,32962.4605
2024Q3,THE MARBELLA,MOUNT SINAI RISE,10,4.21,4.04,4.31,21836.49299,32962.4605
2024Q2,THE MARBELLA,MOUNT SINAI RISE,10,4.25,4,4.47,21836.49299,32962.4605
2025Q1,THE MARBELLA,MOUNT SINAI RISE,10,4.2,3.99,4.34,21836.49299,32962.4605
2026Q2,THE MARBELLA,MOUNT SINAI RISE,10,4.22,4.16,4.33,21836.49299,32962.4605
2025Q4,THE MARBELLA,MOUNT SINAI RISE,10,4.22,4.04,4.31,21836.49299,32962.4605
2025Q3,THE MARBELLA,MOUNT SINAI RISE,10,4.27,4.19,4.36,21836.49299,32962.4605
2024Q3,MARTIN NO 38,MARTIN ROAD,09,6.97,6.3,7.17,28535.74848,30508.89555
2024Q2,MARTIN NO 38,MARTIN ROAD,09,6.99,6.73,7.28,28535.74848,30508.89555
2025Q1,MARTIN NO 38,MARTIN ROAD,09,7.15,6.56,7.43,28535.74848,30508.89555
2026Q2,MARTIN NO 38,MARTIN ROAD,09,7.23,7.09,7.43,28535.74848,30508.89555
2025Q3,NEU AT NOVENA,MOULMEIN RISE,11,6.58,6.29,7.16,29415.53182,33535.54537
2023Q4,THE COLONNADE,GRANGE ROAD,10,4.21,3.87,4.51,27354.04571,31337.30787
2024Q1,THE COLONNADE,GRANGE ROAD,10,4.4,3.87,4.98,27354.04571,31337.30787
2024Q3,THE COLONNADE,GRANGE ROAD,10,4.5,4.29,4.96,27354.04571,31337.30787
2024Q4,THE COLONNADE,GRANGE ROAD,10,4.42,4,4.5,27354.04571,31337.30787
2024Q2,THE COLONNADE,GRANGE ROAD,10,4.52,4.3,5.03,27354.04571,31337.30787
2025Q1,THE COLONNADE,GRANGE ROAD,10,4.57,4.46,4.98,27354.04571,31337.30787
2026Q2,THE COLONNADE,GRANGE ROAD,10,4.76,4.57,5.01,27354.04571,31337.30787
2026Q1,THE COLONNADE,GRANGE ROAD,10,4.57,4.57,4.96,27354.04571,31337.30787
2025Q2,THE COLONNADE,GRANGE ROAD,10,4.71,4.15,5.18,27354.04571,31337.30787
2024Q1,DOMAIN 21,DELTA ROAD,03,5.64,5.29,5.84,27136.87236,30461.83428
2024Q3,DOMAIN 21,DELTA ROAD,03,5.42,5.39,5.72,27136.87236,30461.83428
2024Q1,THE HILLIER,HILLVIEW RISE,23,5.21,4.97,5.7,20292.23213,38335.92049
2023Q4,THE HILLIER,HILLVIEW RISE,23,5.32,5.05,5.63,20292.23213,38335.92049
2023Q3,THE HILLIER,HILLVIEW RISE,23,5.57,5.23,5.85,20292.23213,38335.92049
2024Q3,THE HILLIER,HILLVIEW RISE,23,5.01,4.73,5.71,20292.23213,38335.92049
2024Q4,THE HILLIER,HILLVIEW RISE,23,5.05,4.8,5.34,20292.23213,38335.92049
2024Q2,THE HILLIER,HILLVIEW RISE,23,5.04,4.8,5.35,20292.23213,38335.92049
2025Q1,THE HILLIER,HILLVIEW RISE,23,5.29,4.97,5.65,20292.23213,38335.92049
2026Q2,THE HILLIER,HILLVIEW RISE,23,5.16,4.89,5.54,20292.23213,38335.92049
2025Q4,THE HILLIER,HILLVIEW RISE,23,5.01,4.8,5.38,20292.23213,38335.92049
2026Q1,THE HILLIER,HILLVIEW RISE,23,5.06,4.89,5.45,20292.23213,38335.92049
2025Q2,THE HILLIER,HILLVIEW RISE,23,5,4.8,5.54,20292.23213,38335.92049
2025Q3,THE HILLIER,HILLVIEW RISE,23,5.13,4.83,5.45,20292.23213,38335.92049
2026Q2,PENROSE,SIMS DRIVE,14,6.19,5.81,6.86,33187.38616,33461.8446
2025Q4,PENROSE,SIMS DRIVE,14,5.92,5.68,6.51,33187.38616,33461.8446
2026Q1,PENROSE,SIMS DRIVE,14,6.3,6.07,6.63,33187.38616,33461.8446
2025Q2,PENROSE,SIMS DRIVE,14,6.17,5.92,6.54,33187.38616,33461.8446
2025Q3,PENROSE,SIMS DRIVE,14,6,5.65,6.23,33187.38616,33461.8446
2023Q4,KUM HING COURT,TOMLINSON ROAD,10,3.08,2.77,3.08,27227.81406,31613.02626
2023Q3,KUM HING COURT,TOMLINSON ROAD,10,2.95,2.77,3.08,27227.81406,31613.02626
2024Q3,KUM HING COURT,TOMLINSON ROAD,10,3.08,3.01,3.08,27227.81406,31613.02626
2024Q4,KUM HING COURT,TOMLINSON ROAD,10,3.08,2.98,3.2,27227.81406,31613.02626
2025Q1,KUM HING COURT,TOMLINSON ROAD,10,3.2,3.08,3.34,27227.81406,31613.02626
2025Q4,KUM HING COURT,TOMLINSON ROAD,10,3.38,2.95,3.38,27227.81406,31613.02626
2025Q2,KUM HING COURT,TOMLINSON ROAD,10,3.14,3.08,3.21,27227.81406,31613.02626
2025Q3,KUM HING COURT,TOMLINSON ROAD,10,3.08,2.98,3.25,27227.81406,31613.02626
2024Q1,THE HILLSIDE,UPPER BUKIT TIMAH ROAD,21,3.27,3.13,3.48,20695.13436,37197.63854
2023Q4,THE HILLSIDE,UPPER BUKIT TIMAH ROAD,21,3.3,3.2,3.87,20695.13436,37197.63854
2023Q3,THE HILLSIDE,UPPER BUKIT TIMAH ROAD,21,3.43,3.14,3.71,20695.13436,37197.63854
2024Q3,THE HILLSIDE,UPPER BUKIT TIMAH ROAD,21,3.27,3.15,3.43,20695.13436,37197.63854
2024Q4,THE HILLSIDE,UPPER BUKIT TIMAH ROAD,21,3.39,3.32,3.69,20695.13436,37197.63854
2024Q2,THE HILLSIDE,UPPER BUKIT TIMAH ROAD,21,3.07,2.99,3.24,20695.13436,37197.63854
2025Q1,THE HILLSIDE,UPPER BUKIT TIMAH ROAD,21,3.27,3.09,3.4,20695.13436,37197.63854
2026Q2,THE HILLSIDE,UPPER BUKIT TIMAH ROAD,21,3.23,3.04,3.52,20695.13436,37197.63854
2026Q1,THE HILLSIDE,UPPER BUKIT TIMAH ROAD,21,3.33,3.24,3.43,20695.13436,37197.63854
2025Q2,THE HILLSIDE,UPPER BUKIT TIMAH ROAD,21,3.5,3.24,3.53,20695.13436,37197.63854
2025Q3,THE HILLSIDE,UPPER BUKIT TIMAH ROAD,21,3.43,3.26,3.54,20695.13436,37197.63854
2023Q4,LUMIERE,MISTRI ROAD,02,6.24,6.12,6.5,29404.89815,28521.51839
2024Q1,LUMIERE,MISTRI ROAD,02,6.12,5.82,6.71,29404.89815,28521.51839
2023Q3,LUMIERE,MISTRI ROAD,02,6.34,6.14,6.97,29404.89815,28521.51839
2024Q3,LUMIERE,MISTRI ROAD,02,6.02,5.79,6.56,29404.89815,28521.51839
2024Q4,LUMIERE,MISTRI ROAD,02,5.9,5.61,6.51,29404.89815,28521.51839
2024Q2,LUMIERE,MISTRI ROAD,02,6.3,5.79,7.23,29404.89815,28521.51839
2025Q1,LUMIERE,MISTRI ROAD,02,6.09,5.6,6.35,29404.89815,28521.51839
2025Q4,LUMIERE,MISTRI ROAD,02,6.09,5.89,6.35,29404.89815,28521.51839
2026Q1,LUMIERE,MISTRI ROAD,02,5.96,5.65,6.28,29404.89815,28521.51839
2025Q2,LUMIERE,MISTRI ROAD,02,5.67,5.42,6.33,29404.89815,28521.51839
2025Q3,LUMIERE,MISTRI ROAD,02,5.99,5.76,6.27,29404.89815,28521.51839
2026Q2,LUMIERE,MISTRI ROAD,02,6.25,5.57,7.09,29404.89815,28521.51839
2023Q4,NEWTON GEMS,NEWTON ROAD,11,4.99,4.8,5.54,29014.76702,33238.71319
