project_name,project_name_norm,postal_district,planning_area,property_type,tenure,sale_month,type_of_sale,transacted_price,area_sqm,floor_level,data_source,bedrooms,bedroom_source
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-11,New Sale,2270900,87.0,01 to 05,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-11,New Sale,2333900,87.0,06 to 10,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-11,New Sale,2350100,87.0,06 to 10,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-11,New Sale,2492000,103.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-11,New Sale,2496600,103.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-11,New Sale,2507600,103.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-11,New Sale,2516600,103.0,01 to 05,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-11,New Sale,2566600,103.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-11,New Sale,2592000,103.0,06 to 10,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-11,New Sale,2617600,103.0,06 to 10,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-11,New Sale,2643500,103.0,06 to 10,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-11,New Sale,3453700,135.0,01 to 05,ura_private,4,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-11,New Sale,3471700,135.0,06 to 10,ura_private,4,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-11,New Sale,3539100,135.0,06 to 10,ura_private,4,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-11,New Sale,3564100,135.0,06 to 10,ura_private,4,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-11,New Sale,3566700,135.0,06 to 10,ura_private,4,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-11,New Sale,3600200,135.0,06 to 10,ura_private,4,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-11,New Sale,3664100,135.0,06 to 10,ura_private,4,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-12,New Sale,1707000,63.0,06 to 10,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-12,New Sale,1729300,71.0,01 to 05,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-12,New Sale,1745000,68.0,06 to 10,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-12,New Sale,2139700,87.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2025-12,New Sale,2192300,87.0,06 to 10,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-01,New Sale,1681300,63.0,06 to 10,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-01,New Sale,1695000,68.0,01 to 05,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-01,New Sale,1936000,81.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-01,New Sale,1955200,81.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-01,New Sale,1977000,81.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-01,New Sale,1994500,81.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-02,New Sale,2035000,81.0,06 to 10,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-02,New Sale,2149000,87.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-02,New Sale,2214000,87.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-02,New Sale,2237000,87.0,06 to 10,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-02,New Sale,2271000,87.0,06 to 10,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-03,New Sale,1515000,63.0,01 to 05,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-03,New Sale,1530000,63.0,01 to 05,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-03,New Sale,1541000,63.0,01 to 05,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-03,New Sale,1546000,63.0,01 to 05,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-03,New Sale,1556000,63.0,01 to 05,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-03,New Sale,1587000,63.0,01 to 05,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-03,New Sale,1627000,63.0,01 to 05,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-03,New Sale,1728000,68.0,06 to 10,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-03,New Sale,1975000,81.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-03,New Sale,1977000,81.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-03,New Sale,1995000,81.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-03,New Sale,2130000,87.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-03,New Sale,2172000,87.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-03,New Sale,2195000,87.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-03,New Sale,2593000,103.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-04,New Sale,1546000,63.0,01 to 05,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-04,New Sale,1556000,63.0,01 to 05,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-04,New Sale,1561000,63.0,01 to 05,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-04,New Sale,1571000,63.0,01 to 05,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-04,New Sale,1603000,63.0,06 to 10,ura_private,2,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-04,New Sale,1642000,63.0,01 to 05,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-04,New Sale,1678000,63.0,01 to 05,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-04,New Sale,1865000,72.0,06 to 10,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-04,New Sale,2156000,81.0,06 to 10,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-04,New Sale,2567000,103.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-04,New Sale,2898000,117.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-05,New Sale,1531000,63.0,01 to 05,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-05,New Sale,1541000,63.0,01 to 05,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-05,New Sale,1634000,63.0,06 to 10,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-05,New Sale,1634000,63.0,06 to 10,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-05,New Sale,1652000,63.0,01 to 05,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-05,New Sale,1811000,72.0,01 to 05,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-05,New Sale,2047000,81.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-05,New Sale,2259000,87.0,06 to 10,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-05,New Sale,2281000,87.0,06 to 10,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-05,New Sale,2336000,87.0,06 to 10,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-05,New Sale,2400000,87.0,06 to 10,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-05,New Sale,2898000,117.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-06,New Sale,1556000,63.0,01 to 05,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-06,New Sale,1658000,63.0,06 to 10,ura_private,2,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-06,New Sale,1956000,81.0,01 to 05,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-06,New Sale,2669000,103.0,06 to 10,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-06,New Sale,2927000,117.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-06,New Sale,2970000,117.0,01 to 05,ura_private,3,edgeprop_exact
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-07,New Sale,1620000,63.0,06 to 10,ura_private,2,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-07,New Sale,1654000,63.0,01 to 05,ura_private,2,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-07,New Sale,1669000,68.0,01 to 05,ura_private,2,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-07,New Sale,1785000,63.0,06 to 10,ura_private,2,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-07,New Sale,2035000,81.0,06 to 10,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-07,New Sale,2055000,81.0,06 to 10,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-07,New Sale,2094500,81.0,01 to 05,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-07,New Sale,2118000,81.0,06 to 10,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-07,New Sale,2128700,87.0,01 to 05,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-07,New Sale,2518000,103.0,01 to 05,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-07,New Sale,2518000,103.0,01 to 05,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-08,New Sale,1629000,63.0,01 to 05,ura_private,2,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-08,New Sale,1636000,63.0,06 to 10,ura_private,2,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-08,New Sale,1644000,63.0,01 to 05,ura_private,2,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-08,New Sale,1717000,71.0,01 to 05,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-08,New Sale,2015000,81.0,01 to 05,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-08,New Sale,2193000,87.0,01 to 05,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-08,New Sale,2472000,103.0,01 to 05,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 years leasehold,2026-08,New Sale,2523000,103.0,01 to 05,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-08,New Sale,2539000,103.0,01 to 05,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 years leasehold,2026-08,New Sale,2543000,103.0,01 to 05,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-08,New Sale,2549000,103.0,01 to 05,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-08,New Sale,2600000,103.0,06 to 10,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-09,New Sale,1639000,63.0,01 to 05,ura_private,2,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-09,New Sale,1668000,63.0,06 to 10,ura_private,2,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 yrs lease commencing from 2025,2026-09,New Sale,1730000,68.0,01 to 05,ura_private,2,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 years leasehold,2026-09,New Sale,1804000,71.0,01 to 05,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 years leasehold,2026-09,New Sale,1995000,81.0,01 to 05,ura_private,3,edgeprop_band_label
THE SEN,SEN,21,BUKIT TIMAH,Condominium,99 years leasehold,2026-09,New Sale,2645000,103.0,06 to 10,ura_private,3,edgeprop_band_label
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2021-07,Resale,1950000,93.0,06 to 10,ura_private,2,edgeprop_exact
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2021-07,Resale,2710000,139.0,06 to 10,ura_private,3,edgeprop_exact
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2021-11,Resale,3780000,181.0,06 to 10,ura_private,4,edgeprop_exact
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2021-12,Resale,2600000,157.0,01 to 05,ura_private,3,edgeprop_exact
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2022-02,Resale,2950000,140.0,06 to 10,ura_private,3,edgeprop_exact
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2022-04,Resale,3900000,183.0,06 to 10,ura_private,4,edgeprop_exact
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2022-05,Resale,2850000,134.0,06 to 10,ura_private,3,edgeprop_exact
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2022-06,Resale,3000000,176.0,01 to 05,ura_private,4,edgeprop_exact
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2022-12,Resale,2100000,93.0,01 to 05,ura_private,2,edgeprop_exact
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2023-12,Resale,3160000,141.0,01 to 05,ura_private,3,edgeprop_exact
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2024-02,Resale,2820000,158.0,01 to 05,ura_private,3,edgeprop_exact
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2024-03,Resale,2880000,122.0,06 to 10,ura_private,3,edgeprop_exact
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2024-04,Resale,2760000,123.0,01 to 05,ura_private,3,edgeprop_exact
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2024-05,Resale,4500000,183.0,06 to 10,ura_private,4,edgeprop_exact
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2024-09,Resale,3294000,136.0,01 to 05,ura_private,3,edgeprop_exact
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2025-04,Resale,3450000,142.0,01 to 05,ura_private,3,edgeprop_exact
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2025-05,Resale,2980000,116.0,06 to 10,ura_private,3,edgeprop_exact
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2025-05,Resale,3348000,141.0,06 to 10,ura_private,3,edgeprop_exact
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2025-09,Resale,1690000,70.0,01 to 05,ura_private,1,edgeprop_exact
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2025-12,Resale,4450000,181.0,06 to 10,ura_private,4,edgeprop_exact
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2026-03,Resale,3570000,143.0,01 to 05,ura_private,3,edgeprop_exact
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2026-06,Resale,3650000,140.0,01 to 05,ura_private,3,edgeprop_exact
THE STERLING,STERLING,21,BUKIT TIMAH,Condominium,Freehold,2026-07,Resale,3100000,121.0,06 to 10,ura_private,3,edgeprop_band_label
TOH TUCK LODGE,TOH TUCK LODGE,21,BUKIT TIMAH,Apartment,Freehold,2022-02,Resale,1680000,125.0,01 to 05,ura_private,3,edgeprop_exact
TOH TUCK LODGE,TOH TUCK LODGE,21,BUKIT TIMAH,Apartment,Freehold,2022-02,Resale,2160000,228.0,01 to 05,ura_private,3,edgeprop_exact
TOH YI COURT,TOH YI COURT,21,BUKIT TIMAH,Condominium,Freehold,2024-06,Resale,2500000,189.0,-,ura_private,,unknown
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-06,New Sale,1262100,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-06,New Sale,1724500,93.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-07,New Sale,1238900,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-07,New Sale,1262100,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-07,New Sale,1319500,69.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-07,New Sale,1339400,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-07,New Sale,1765700,93.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-08,New Sale,985800,52.0,01 to 05,ura_private,1,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-08,New Sale,1097700,57.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-08,New Sale,1117300,57.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-08,New Sale,1246000,65.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-08,New Sale,1268200,65.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-08,New Sale,1338600,70.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-08,New Sale,1733900,93.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-08,New Sale,1749800,93.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-08,New Sale,1757800,93.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-08,New Sale,1765700,93.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-08,New Sale,1765700,93.0,01 to 05,ura_private,3,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-08,New Sale,2492900,131.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-08,New Sale,2683900,141.0,01 to 05,ura_private,4,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,1112500,57.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,1112500,57.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,1133400,57.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,1234900,65.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,1246000,65.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,1257100,65.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,1269700,65.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,1280900,65.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,1280900,65.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,1301300,70.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,1302800,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,1302800,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,1326100,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,1337800,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,1361000,68.0,01 to 05,ura_private,2,edgeprop_exact
VERDALE,VERDALE,21,BUKIT TIMAH,Apartment,99 yrs lease commencing from 2018,2021-09,New Sale,1702100,93.0,01 to 05,ura_private,3,edgeprop_exact
