project_name,street_name,postal_district,planning_area,lat,lon,match_status,match_score,query_used,onemap_building,onemap_road,onemap_address,onemap_postal,review_note
ONE BALMORAL,BALMORAL ROAD,10,BUKIT TIMAH,1.313487946457716,103.8299080984712,matched,105,ONE BALMORAL BALMORAL ROAD,ONE BALMORAL,BALMORAL ROAD,1 BALMORAL ROAD ONE BALMORAL SINGAPORE 259784,259784,"project,street"
ONE CHATSWORTH,CHATSWORTH ROAD,10,BUKIT TIMAH,1.29919025810905,103.8248691465125,matched,105,ONE CHATSWORTH CHATSWORTH ROAD,ONE CHATSWORTH,CHATSWORTH ROAD,1 CHATSWORTH ROAD ONE CHATSWORTH SINGAPORE 249745,249745,"project,street"
ONE DRAYCOTT,DRAYCOTT PARK,10,BUKIT TIMAH,1.310084607143862,103.8307156763331,matched,105,ONE DRAYCOTT DRAYCOTT PARK,ONE DRAYCOTT,DRAYCOTT PARK,1 DRAYCOTT PARK ONE DRAYCOTT SINGAPORE 259385,259385,"project,street"
ONE DUCHESS,DUCHESS ROAD,10,BUKIT TIMAH,1.324833493357087,103.8083820773317,matched,105,ONE DUCHESS DUCHESS ROAD,ONE DUCHESS,DUCHESS ROAD,1 DUCHESS ROAD ONE DUCHESS SINGAPORE 268977,268977,"project,street"
ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,10,BUKIT TIMAH,1.312362172000507,103.7933012269819,matched,105,ONE HOLLAND VILLAGE RESIDENCES HOLLAND VILLAGE WAY,ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,1 HOLLAND VILLAGE WAY ONE HOLLAND VILLAGE RESIDENCES SINGAPORE 275754,275754,"project,street"
ONE JERVOIS,JERVOIS CLOSE,10,BUKIT TIMAH,1.29254381129199,103.8247982568486,matched,105,ONE JERVOIS JERVOIS CLOSE,ONE JERVOIS,JERVOIS CLOSE,7 JERVOIS CLOSE ONE JERVOIS SINGAPORE 249103,249103,"project,street"
ONE ROBIN,ROBIN ROAD,10,BUKIT TIMAH,1.318917756285965,103.8287018173483,matched,105,ONE ROBIN ROBIN ROAD,ONE ROBIN,ROBIN ROAD,1 ROBIN ROAD ONE ROBIN SINGAPORE 258176,258176,"project,street"
ONE TREE HILL MANSIONS,ONE TREE HILL,10,BUKIT TIMAH,1.300587022492574,103.8253482199633,matched,105,ONE TREE HILL MANSIONS ONE TREE HILL,ONE TREE HILL MANSIONS,ONE TREE HILL,69 ONE TREE HILL ONE TREE HILL MANSIONS SINGAPORE 248706,248706,"project,street"
ONE TREE HILL RESIDENCE,ONE TREE HILL,10,BUKIT TIMAH,1.30075481851821,103.8246572205378,matched,105,ONE TREE HILL RESIDENCE ONE TREE HILL,ONE TREE HILL RESIDENCE,ONE TREE HILL,1A ONE TREE HILL ONE TREE HILL RESIDENCE SINGAPORE 248669,248669,"project,street"
ORANGE GROVE RESIDENCES,ORANGE GROVE ROAD,10,BUKIT TIMAH,1.313781051985251,103.8250186901418,matched,105,ORANGE GROVE RESIDENCES ORANGE GROVE ROAD,ORANGE GROVE RESIDENCES,ORANGE GROVE ROAD,37 ORANGE GROVE ROAD ORANGE GROVE RESIDENCES SINGAPORE 258361,258361,"project,street"
ORCHARD BEL AIR,ORCHARD BOULEVARD,10,BUKIT TIMAH,1.302318170806861,103.8249734388708,matched,105,ORCHARD BEL AIR ORCHARD BOULEVARD,ORCHARD BEL AIR,ORCHARD BOULEVARD,245 ORCHARD BOULEVARD ORCHARD BEL AIR SINGAPORE 248648,248648,"project,street"
ORION,ORANGE GROVE ROAD,10,BUKIT TIMAH,1.308605355833597,103.8276166727926,matched,105,ORION ORANGE GROVE ROAD,ORION,ORANGE GROVE ROAD,6C ORANGE GROVE ROAD ORION SINGAPORE 258333,258333,"project,street"
PALM SPRING,EWE BOON ROAD,10,BUKIT TIMAH,1.316449754741349,103.8321303251377,matched,105,PALM SPRING EWE BOON ROAD,PALM SPRING,EWE BOON ROAD,16 EWE BOON ROAD PALM SPRING SINGAPORE 259324,259324,"project,street"
PARC STEVENS,STEVENS DRIVE,10,BUKIT TIMAH,1.316717626721454,103.8275861297233,matched,105,PARC STEVENS STEVENS DRIVE,PARC STEVENS,STEVENS DRIVE,21 STEVENS DRIVE PARC STEVENS SINGAPORE 257913,257913,"project,street"
PARK NOVA,TOMLINSON ROAD,10,BUKIT TIMAH,1.303686212066617,103.8256290042849,matched,105,PARK NOVA TOMLINSON ROAD,PARK NOVA,TOMLINSON ROAD,18 TOMLINSON ROAD PARK NOVA SINGAPORE 247858,247858,"project,street"
PARKSUITES,HOLLAND GROVE ROAD,10,BUKIT TIMAH,1.316757182244184,103.7832391252403,matched,105,PARKSUITES HOLLAND GROVE ROAD,PARKSUITES,HOLLAND GROVE ROAD,18 HOLLAND GROVE ROAD PARKSUITES SINGAPORE 278800,278800,"project,street"
PARKVIEW ECLAT,GRANGE ROAD,10,BUKIT TIMAH,1.300861658244702,103.8241471832271,needs_review,60,PARKVIEW ECLAT,PARKVIEW ÉCLAT,GRANGE ROAD,138 GRANGE ROAD PARKVIEW ÉCLAT SINGAPORE 249617,249617,"partial_project,street"
PARVIS,HOLLAND HILL,10,BUKIT TIMAH,1.309851998624212,103.799889556558,matched,105,PARVIS HOLLAND HILL,PARVIS,HOLLAND HILL,18 HOLLAND HILL PARVIS SINGAPORE 278746,278746,"project,street"
PERFECT TEN,BUKIT TIMAH ROAD,10,BUKIT TIMAH,1.317229413954491,103.8324859888903,matched,105,PERFECT TEN BUKIT TIMAH ROAD,PERFECT TEN,BUKIT TIMAH ROAD,323 BUKIT TIMAH ROAD PERFECT TEN SINGAPORE 259713,259713,"project,street"
PETIT JERVOIS,JERVOIS ROAD,10,BUKIT TIMAH,1.292997128252083,103.8231176784371,matched,105,PETIT JERVOIS JERVOIS ROAD,PETIT JERVOIS,JERVOIS ROAD,33 JERVOIS ROAD PETIT JERVOIS SINGAPORE 247657,247657,"project,street"
PINETREE CONDOMINIUM,BALMORAL PARK,10,BUKIT TIMAH,1.314989877770304,103.8292938202227,matched,105,PINETREE CONDOMINIUM BALMORAL PARK,PINETREE CONDOMINIUM,BALMORAL PARK,28 BALMORAL PARK PINETREE CONDOMINIUM SINGAPORE 259856,259856,"project,street"
PINEWOOD GARDENS,BALMORAL PARK,10,BUKIT TIMAH,1.316193045580687,103.8290036650379,matched,105,PINEWOOD GARDENS BALMORAL PARK,PINEWOOD GARDENS,BALMORAL PARK,21 BALMORAL PARK PINEWOOD GARDENS SINGAPORE 259850,259850,"project,street"
POLLEN & BLEU,FARRER DRIVE,10,BUKIT TIMAH,1.31454422864628,103.8064791328846,low_confidence,35,FARRER DRIVE,NIL,FARRER DRIVE,FARRER DRIVE,NIL,street
PROXIMO,ROBIN ROAD,10,BUKIT TIMAH,1.317362238779223,103.8287532422193,matched,105,PROXIMO ROBIN ROAD,PROXIMO,ROBIN ROAD,27 ROBIN ROAD PROXIMO SINGAPORE 258204,258204,"project,street"
QUEEN ASTRID GARDENS,QUEEN ASTRID GARDENS,10,BUKIT TIMAH,1.318380808572298,103.7889714820943,matched,105,QUEEN ASTRID GARDENS QUEEN ASTRID GARDENS,QUEEN ASTRID GARDENS,QUEEN ASTRID GARDENS,3 QUEEN ASTRID GARDENS QUEEN ASTRID GARDENS SINGAPORE 266859,266859,"project,street"
QUEENSBERRY LODGE,SHANGHAI ROAD,10,BUKIT TIMAH,1.29506595555147,103.8274227912769,matched,105,QUEENSBERRY LODGE SHANGHAI ROAD,QUEENSBERRY LODGE,SHANGHAI ROAD,11 SHANGHAI ROAD QUEENSBERRY LODGE SINGAPORE 248185,248185,"project,street"
QUINTERRA,HOLLAND ROAD,10,BUKIT TIMAH,1.318630817990858,103.7806868221156,matched,105,QUINTERRA HOLLAND ROAD,QUINTERRA,HOLLAND ROAD,359 HOLLAND ROAD QUINTERRA SINGAPORE 278636,278636,"project,street"
REGENCY LODGE,SHANGHAI ROAD,10,BUKIT TIMAH,1.295655030852637,103.8270704373484,matched,105,REGENCY LODGE SHANGHAI ROAD,REGENCY LODGE,SHANGHAI ROAD,17 SHANGHAI ROAD REGENCY LODGE SINGAPORE 248191,248191,"project,street"
REGENCY PARK,NATHAN ROAD,10,BUKIT TIMAH,1.297343738850472,103.8258223147886,matched,105,REGENCY PARK NATHAN ROAD,REGENCY PARK,NATHAN ROAD,9 NATHAN ROAD REGENCY PARK SINGAPORE 248730,248730,"project,street"
RESIDENTIAL APARTMENTS,BALMORAL PARK,10,BUKIT TIMAH,1.314559876739825,103.8285451310972,low_confidence,35,BALMORAL PARK,NIL,BALMORAL PARK (ROAD),BALMORAL PARK (ROAD),NIL,street
RESIDENTIAL APARTMENTS,BUKIT TIMAH ROAD,10,BUKIT TIMAH,1.322835741454926,103.8148809313293,low_confidence,35,BUKIT TIMAH ROAD,NIL,BUKIT TIMAH ROAD,BUKIT TIMAH ROAD,NIL,street
RESIDENTIAL APARTMENTS,DRAYCOTT DRIVE,10,BUKIT TIMAH,1.309606186202665,103.8321843815762,low_confidence,35,DRAYCOTT DRIVE,NIL,DRAYCOTT DRIVE,DRAYCOTT DRIVE,NIL,street
RESIDENTIAL APARTMENTS,FIFTH AVENUE,10,BUKIT TIMAH,1.328810851445081,103.7957478073314,low_confidence,35,FIFTH AVENUE,NIL,FIFTH AVENUE,FIFTH AVENUE,NIL,street
RESIDENTIAL APARTMENTS,GRANGE ROAD,10,BUKIT TIMAH,1.299822196614785,103.8246779351626,needs_review,60,GRANGE ROAD,GRANGE ROAD APARTMENTS,GRANGE ROAD,67 GRANGE ROAD GRANGE ROAD APARTMENTS SINGAPORE 249572,249572,"partial_project,street"
RESIDENTIAL APARTMENTS,HOLLAND HILL,10,BUKIT TIMAH,1.309910668018336,103.8018316494026,low_confidence,35,HOLLAND HILL,NIL,HOLLAND HILL,HOLLAND HILL,NIL,street
RESIDENTIAL APARTMENTS,HOOT KIAM ROAD,10,BUKIT TIMAH,1.297411310268057,103.8300740780082,low_confidence,35,HOOT KIAM ROAD,NIL,HOOT KIAM ROAD,HOOT KIAM ROAD,NIL,street
RESIDENTIAL APARTMENTS,NASSIM HILL,10,BUKIT TIMAH,1.307006904455315,103.8212799527312,low_confidence,35,NASSIM HILL,NIL,NASSIM HILL,NASSIM HILL,NIL,street
RESIDENTIAL APARTMENTS,ONE TREE HILL,10,BUKIT TIMAH,1.301506750801488,103.8261875451634,low_confidence,35,ONE TREE HILL,NIL,ONE TREE HILL,ONE TREE HILL,NIL,street
RESIDENTIAL APARTMENTS,ORANGE GROVE ROAD,10,BUKIT TIMAH,1.31084236718932,103.8264589486719,low_confidence,35,ORANGE GROVE ROAD,NIL,ORANGE GROVE ROAD,ORANGE GROVE ROAD,NIL,street
RESIDENTIAL APARTMENTS,PRINCESS OF WALES ROAD,10,BUKIT TIMAH,1.323335467832846,103.8081112277836,low_confidence,35,PRINCESS OF WALES ROAD,NIL,PRINCESS OF WALES ROAD,PRINCESS OF WALES ROAD,NIL,street
RICH MANSIONS,BUKIT TIMAH ROAD,10,BUKIT TIMAH,1.317344006094383,103.83355760809,matched,105,RICH MANSIONS BUKIT TIMAH ROAD,RICH MANSIONS,BUKIT TIMAH ROAD,311 BUKIT TIMAH ROAD RICH MANSIONS SINGAPORE 259709,259709,"project,street"
RIDGEWOOD,MOUNT SINAI DRIVE,10,BUKIT TIMAH,1.317747326170996,103.7795188077512,matched,105,RIDGEWOOD MOUNT SINAI DRIVE,RIDGEWOOD CONDOMINIUM,MOUNT SINAI DRIVE,61 MOUNT SINAI DRIVE RIDGEWOOD CONDOMINIUM SINGAPORE 277113,277113,"project,street"
RIDGEWOOD,MOUNT SINAI RISE,10,BUKIT TIMAH,1.315972661119231,103.7775953745966,matched,105,RIDGEWOOD MOUNT SINAI RISE,RIDGEWOOD CONDOMINIUM,MOUNT SINAI RISE,15 MOUNT SINAI RISE RIDGEWOOD CONDOMINIUM SINGAPORE 276906,276906,"project,street"
RIDGEWOOD,RIDGEWOOD CLOSE,10,BUKIT TIMAH,1.31734637935577,103.7782327210452,matched,105,RIDGEWOOD RIDGEWOOD CLOSE,NIL,RIDGEWOOD CLOSE,RIDGEWOOD CLOSE,NIL,"project,street"
RISING SUITES,SARKIES ROAD,10,BUKIT TIMAH,1.31433464817672,103.8365853135246,matched,105,RISING SUITES SARKIES ROAD,RISING SUITES,SARKIES ROAD,4 SARKIES ROAD RISING SUITES SINGAPORE 258124,258124,"project,street"
RIVER VALLEY APARTMENTS,RIVER VALLEY ROAD,10,BUKIT TIMAH,1.295356379515691,103.8289407856457,matched,105,RIVER VALLEY APARTMENTS RIVER VALLEY ROAD,RIVER VALLEY APARTMENTS,RIVER VALLEY ROAD,400 RIVER VALLEY ROAD RIVER VALLEY APARTMENTS SINGAPORE 248296,248296,"project,street"
ROBIN REGALIA,ROBIN ROAD,10,BUKIT TIMAH,1.31670861764984,103.8283576773486,matched,105,ROBIN REGALIA ROBIN ROAD,ROBIN REGALIA,ROBIN ROAD,35 ROBIN ROAD ROBIN REGALIA SINGAPORE 258210,258210,"project,street"
ROBIN RESIDENCES,ROBIN DRIVE,10,BUKIT TIMAH,1.318469202133326,103.828143736822,matched,105,ROBIN RESIDENCES ROBIN DRIVE,ROBIN RESIDENCES,ROBIN DRIVE,1 ROBIN DRIVE ROBIN RESIDENCES SINGAPORE 258261,258261,"project,street"
ROBIN SUITES,ROBIN ROAD,10,BUKIT TIMAH,1.31769172514138,103.8287694863146,matched,105,ROBIN SUITES ROBIN ROAD,ROBIN SUITES,ROBIN ROAD,25 ROBIN ROAD ROBIN SUITES SINGAPORE 258203,258203,"project,street"
ROYALGREEN,ANAMALAI AVENUE,10,BUKIT TIMAH,1.330820857347479,103.7941582357656,matched,105,ROYALGREEN ANAMALAI AVENUE,ROYALGREEN,ANAMALAI AVENUE,6B ANAMALAI AVENUE ROYALGREEN SINGAPORE 279996,279996,"project,street"
RV EDGE,SHANGHAI ROAD,10,BUKIT TIMAH,1.294883828770997,103.8280873284137,matched,105,RV EDGE SHANGHAI ROAD,RV EDGE,SHANGHAI ROAD,2 SHANGHAI ROAD RV EDGE SINGAPORE 248209,248209,"project,street"
RV RESIDENCES,RIVER VALLEY ROAD,10,BUKIT TIMAH,1.294341050333859,103.8284402824237,matched,105,RV RESIDENCES RIVER VALLEY ROAD,RV RESIDENCES,RIVER VALLEY ROAD,461 RIVER VALLEY ROAD RV RESIDENCES SINGAPORE 248346,248346,"project,street"
RV SUITES,RIVER VALLEY ROAD,10,BUKIT TIMAH,1.295605203035591,103.8294069383236,matched,105,RV SUITES RIVER VALLEY ROAD,RV SUITES,RIVER VALLEY ROAD,396 RIVER VALLEY ROAD RV SUITES SINGAPORE 248289,248289,"project,street"
SAGE,NASSIM ROAD,10,BUKIT TIMAH,1.307679253535313,103.8241711671321,matched,105,SAGE NASSIM ROAD,SAGE,NASSIM ROAD,11B NASSIM ROAD SAGE SINGAPORE 258463,258463,"project,street"
SCULPTURA ARDMORE,ARDMORE PARK,10,BUKIT TIMAH,1.308972464468473,103.8301522879758,matched,105,SCULPTURA ARDMORE ARDMORE PARK,SCULPTURA ARDMORE,ARDMORE PARK,8 ARDMORE PARK SCULPTURA ARDMORE SINGAPORE 259963,259963,"project,street"
SECOND AVENUE JUNCTION,BUKIT TIMAH ROAD,10,BUKIT TIMAH,1.329825446933347,103.7994699132826,matched,105,SECOND AVENUE JUNCTION BUKIT TIMAH ROAD,SECOND AVENUE JUNCTION,BUKIT TIMAH ROAD,733 BUKIT TIMAH ROAD SECOND AVENUE JUNCTION SINGAPORE 269748,269748,"project,street"
SEVEN HOLT ROAD,HOLT ROAD,10,BUKIT TIMAH,1.29423111118019,103.825834609771,needs_review,68,HOLT ROAD,NIL,HOLT ROAD,HOLT ROAD,NIL,"partial_project,street"
SHANGHAI ONE,SHANGHAI ROAD,10,BUKIT TIMAH,1.294848038369409,103.8275482204123,matched,105,SHANGHAI ONE SHANGHAI ROAD,SHANGHAI ONE,SHANGHAI ROAD,1 SHANGHAI ROAD SHANGHAI ONE SINGAPORE 248180,248180,"project,street"
SHEARES VILLE,HOLT ROAD,10,BUKIT TIMAH,1.293374997774804,103.8254004848845,matched,105,SHEARES VILLE HOLT ROAD,SHEARES VILLE,HOLT ROAD,9 HOLT ROAD SHEARES VILLE SINGAPORE 249446,249446,"project,street"
SIGNATURE AT LEWIS,LEWIS ROAD,10,BUKIT TIMAH,1.320843793859047,103.8232062165676,matched,105,SIGNATURE AT LEWIS LEWIS ROAD,SIGNATURE AT LEWIS,LEWIS ROAD,1 LEWIS ROAD SIGNATURE AT LEWIS SINGAPORE 258617,258617,"project,street"
SIXTH AVENUE CENTRE,BUKIT TIMAH ROAD,10,BUKIT TIMAH,1.3314304954026,103.7950025332895,matched,105,SIXTH AVENUE CENTRE BUKIT TIMAH ROAD,SIXTH AVENUE CENTRE,BUKIT TIMAH ROAD,805 BUKIT TIMAH ROAD SIXTH AVENUE CENTRE SINGAPORE 279883,279883,"project,street"
SIXTH AVENUE VILLE,SIXTH AVENUE,10,BUKIT TIMAH,1.329533906070255,103.7952317152989,matched,105,SIXTH AVENUE VILLE SIXTH AVENUE,SIXTH AVENUE VILLE,SIXTH AVENUE,43 SIXTH AVENUE SIXTH AVENUE VILLE SINGAPORE 276484,276484,"project,street"
SKYE AT HOLLAND,HOLLAND VILLAGE WAY,10,BUKIT TIMAH,1.312164545540392,103.7926897413955,matched,105,SKYE AT HOLLAND HOLLAND VILLAGE WAY,SKYE AT HOLLAND (U/C),HOLLAND VILLAGE WAY,6 HOLLAND VILLAGE WAY SKYE AT HOLLAND (U/C) SINGAPORE 279037,279037,"project,street"
SLOANE RESIDENCES,BALMORAL ROAD,10,BUKIT TIMAH,1.315688872192941,103.8323179488976,matched,105,SLOANE RESIDENCES BALMORAL ROAD,SLOANE RESIDENCES,BALMORAL ROAD,17 BALMORAL ROAD SLOANE RESIDENCES SINGAPORE 259803,259803,"project,street"
SOMMERVILLE GRANDEUR,FARRER DRIVE,10,BUKIT TIMAH,1.315963210100122,103.8067496371525,matched,105,SOMMERVILLE GRANDEUR FARRER DRIVE,SOMMERVILLE GRANDEUR,FARRER DRIVE,1 FARRER DRIVE SOMMERVILLE GRANDEUR SINGAPORE 259275,259275,"project,street"
SOMMERVILLE PARK,FARRER DRIVE,10,BUKIT TIMAH,1.311463244841305,103.8054924396908,matched,105,SOMMERVILLE PARK FARRER DRIVE,SOMMERVILLE PARK,FARRER DRIVE,73 FARRER DRIVE SOMMERVILLE PARK SINGAPORE 259280,259280,"project,street"
SOMMERVILLE PARK,SOMMERVILLE ESTATE ROAD,10,BUKIT TIMAH,1.311477649335819,103.8066012598314,matched,105,SOMMERVILLE PARK SOMMERVILLE ESTATE ROAD,SOMMERVILLE PARK,SOMMERVILLE ESTATE ROAD,81 SOMMERVILLE ESTATE ROAD SOMMERVILLE PARK SINGAPORE 258055,258055,"project,street"
SPANISH VILLAGE,FARRER ROAD,10,BUKIT TIMAH,1.31516351938163,103.805677426097,matched,105,SPANISH VILLAGE FARRER ROAD,SPANISH VILLAGE,FARRER ROAD,66 FARRER ROAD SPANISH VILLAGE SINGAPORE 268849,268849,"project,street"
SPRING GROVE,GRANGE ROAD,10,BUKIT TIMAH,1.298109823074459,103.8277126851773,matched,105,SPRING GROVE GRANGE ROAD,SPRING GROVE,GRANGE ROAD,53 GRANGE ROAD SPRING GROVE SINGAPORE 249565,249565,"project,street"
ST MARTIN RESIDENCE,ST. MARTIN'S DRIVE,10,BUKIT TIMAH,1.306239828837467,103.8245136880583,needs_review,75,ST MARTIN RESIDENCE ST. MARTIN'S DRIVE,SAINT MARTIN RESIDENCE,SAINT MARTIN'S DRIVE,2 SAINT MARTIN'S DRIVE SAINT MARTIN RESIDENCE SINGAPORE 257989,257989,"partial_project,partial_street"
ST MARTIN'S,ST. MARTIN'S DRIVE,10,BUKIT TIMAH,1.305593251009866,103.8239838286436,matched,105,ST MARTIN'S ST. MARTIN'S DRIVE,EMBASSY OF THE REPUBLIC OF THE UNION OF MYANMAR,ST. MARTIN'S DRIVE,15 ST. MARTIN'S DRIVE EMBASSY OF THE REPUBLIC OF THE UNION OF MYANMAR SINGAPORE 257996,257996,"project,street"
ST REGIS RESIDENCES SINGAPORE,TANGLIN ROAD,10,BUKIT TIMAH,1.305569894136787,103.8266022652349,needs_review,85,ST REGIS RESIDENCES SINGAPORE TANGLIN ROAD,SAINT REGIS RESIDENCES SINGAPORE,TANGLIN ROAD,33 TANGLIN ROAD SAINT REGIS RESIDENCES SINGAPORE SINGAPORE 247913,247913,"partial_project,street"
STELLAR RV,RIVER VALLEY ROAD,10,BUKIT TIMAH,1.295104586798032,103.8285113526764,matched,105,STELLAR RV RIVER VALLEY ROAD,STELLAR RV,RIVER VALLEY ROAD,408 RIVER VALLEY ROAD STELLAR RV SINGAPORE 248306,248306,"project,street"
STEVEN'S COURT,STEVENS ROAD,10,BUKIT TIMAH,1.319553251183877,103.825821938683,matched,105,STEVEN'S COURT STEVENS ROAD,STEVEN'S COURT,STEVENS ROAD,88 STEVENS ROAD STEVEN'S COURT SINGAPORE 257865,257865,"project,street"
STEVENS LOFT,STEVENS DRIVE,10,BUKIT TIMAH,1.317932612825596,103.8264905903883,matched,105,STEVENS LOFT STEVENS DRIVE,STEVENS LOFT,STEVENS DRIVE,6 STEVENS DRIVE STEVENS LOFT SINGAPORE 257902,257902,"project,street"
STEVENS SUITES,STEVENS CLOSE,10,BUKIT TIMAH,1.315500473837551,103.8256241861075,matched,105,STEVENS SUITES STEVENS CLOSE,STEVENS SUITES,STEVENS CLOSE,2 STEVENS CLOSE STEVENS SUITES SINGAPORE 257940,257940,"project,street"
STUDIO 3,SHANGHAI ROAD,10,BUKIT TIMAH,1.295709937133355,103.8275683872831,matched,105,STUDIO 3 SHANGHAI ROAD,STUDIO 3,SHANGHAI ROAD,28 SHANGHAI ROAD STUDIO 3 SINGAPORE 248196,248196,"project,street"
SUI GENERIS,BALMORAL CRESCENT,10,BUKIT TIMAH,1.316201285064783,103.8346967625799,matched,105,SUI GENERIS BALMORAL CRESCENT,SUI GENERIS,BALMORAL CRESCENT,19 BALMORAL CRESCENT SUI GENERIS SINGAPORE 259916,259916,"project,street"
SUTTON PLACE,FARRER ROAD,10,BUKIT TIMAH,1.312848927167751,103.8054159483374,matched,105,SUTTON PLACE FARRER ROAD,SUTTON PLACE,FARRER ROAD,26 FARRER ROAD SUTTON PLACE SINGAPORE 268830,268830,"project,street"
TANGLIN HILL CONDOMINIUM,TANGLIN RISE,10,BUKIT TIMAH,1.302129332640735,103.8177254271227,matched,105,TANGLIN HILL CONDOMINIUM TANGLIN RISE,TANGLIN HILL CONDOMINIUM,TANGLIN RISE,11 TANGLIN RISE TANGLIN HILL CONDOMINIUM SINGAPORE 247993,247993,"project,street"
TANGLIN HILL MEADOWS,TANGLIN HILL,10,BUKIT TIMAH,1.300967416779053,103.8175310281848,matched,105,TANGLIN HILL MEADOWS TANGLIN HILL,TANGLIN HILL MEADOWS,TANGLIN HILL,1 TANGLIN HILL TANGLIN HILL MEADOWS SINGAPORE 248018,248018,"project,street"
TANGLIN PARK,RIDLEY PARK,10,BUKIT TIMAH,1.300290136106282,103.816057618756,matched,105,TANGLIN PARK RIDLEY PARK,TANGLIN PARK,RIDLEY PARK,1 RIDLEY PARK TANGLIN PARK SINGAPORE 248466,248466,"project,street"
TANGLIN REGENCY,TANGLIN ROAD,10,BUKIT TIMAH,1.292044062493537,103.8159975443847,matched,105,TANGLIN REGENCY TANGLIN ROAD,TANGLIN REGENCY,TANGLIN ROAD,381 TANGLIN ROAD TANGLIN REGENCY SINGAPORE 247965,247965,"project,street"
TANGLIN RESIDENCES,ST. MARTIN'S DRIVE,10,BUKIT TIMAH,1.306307516164005,103.8234204305674,matched,95,TANGLIN RESIDENCES ST. MARTIN'S DRIVE,TANGLIN RESIDENCES,SAINT MARTIN'S DRIVE,23 SAINT MARTIN'S DRIVE TANGLIN RESIDENCES SINGAPORE 258004,258004,"project,partial_street"
THE ARC AT DRAYCOTT,DRAYCOTT DRIVE,10,BUKIT TIMAH,1.30921416741462,103.8308962615019,matched,105,THE ARC AT DRAYCOTT DRAYCOTT DRIVE,THE ARC AT DRAYCOTT,DRAYCOTT DRIVE,5 DRAYCOTT DRIVE THE ARC AT DRAYCOTT SINGAPORE 259420,259420,"project,street"
THE ASANA,QUEEN'S ROAD,10,BUKIT TIMAH,1.321886138483441,103.811066200681,matched,105,THE ASANA QUEEN'S ROAD,THE ASANA,QUEEN'S ROAD,19 QUEEN'S ROAD THE ASANA SINGAPORE 266745,266745,"project,street"
THE ASTON,KAY POH ROAD,10,BUKIT TIMAH,1.295936458118639,103.8298498151566,matched,105,THE ASTON KAY POH ROAD,THE ASTON,KAY POH ROAD,2 KAY POH ROAD THE ASTON SINGAPORE 248973,248973,"project,street"
THE BALMORAL,BALMORAL PARK,10,BUKIT TIMAH,1.314851307207944,103.8278220061623,matched,105,THE BALMORAL BALMORAL PARK,THE BALMORAL,BALMORAL PARK,16 BALMORAL PARK THE BALMORAL SINGAPORE 259847,259847,"project,street"
THE BALMORAL SPRING,BALMORAL CRESCENT,10,BUKIT TIMAH,1.315466361810299,103.8342957505936,matched,105,THE BALMORAL SPRING BALMORAL CRESCENT,THE BALMORAL SPRING,BALMORAL CRESCENT,3 BALMORAL CRESCENT THE BALMORAL SPRING SINGAPORE 259888,259888,"project,street"
THE BELMONT,BELMONT ROAD,10,BUKIT TIMAH,1.31327766387341,103.7985447846306,matched,105,THE BELMONT BELMONT ROAD,THE BELMONT,BELMONT ROAD,1 BELMONT ROAD THE BELMONT SINGAPORE 269852,269852,"project,street"
THE BOULEVARD RESIDENCE,CUSCADEN WALK,10,BUKIT TIMAH,1.303927783375397,103.8287702485491,matched,105,THE BOULEVARD RESIDENCE CUSCADEN WALK,THE BOULEVARD RESIDENCE,CUSCADEN WALK,6 CUSCADEN WALK THE BOULEVARD RESIDENCE SINGAPORE 249691,249691,"project,street"
THE CAPRI,STEVENS ROAD,10,BUKIT TIMAH,1.31834790391548,103.8260655002178,matched,105,THE CAPRI STEVENS ROAD,THE CAPRI,STEVENS ROAD,78 STEVENS ROAD THE CAPRI SINGAPORE 257864,257864,"project,street"
THE CORNWALL,CORNWALL GARDENS,10,BUKIT TIMAH,1.312451113396363,103.8006636052007,matched,105,THE CORNWALL CORNWALL GARDENS,THE CORNWALL,CORNWALL GARDENS,2A CORNWALL GARDENS THE CORNWALL SINGAPORE 269678,269678,"project,street"
THE COTERIE @ HOLLAND,HOLLAND ROAD,10,BUKIT TIMAH,1.310912097735705,103.8046422950679,matched,105,THE COTERIE @ HOLLAND HOLLAND ROAD,THE COTERIE @ HOLLAND,HOLLAND ROAD,72 HOLLAND ROAD THE COTERIE @ HOLLAND SINGAPORE 258870,258870,"project,street"
THE DRAYCOTT,DRAYCOTT PARK,10,BUKIT TIMAH,1.311668897413832,103.8312453249549,matched,105,THE DRAYCOTT DRAYCOTT PARK,THE DRAYCOTT,DRAYCOTT PARK,50 DRAYCOTT PARK THE DRAYCOTT SINGAPORE 259396,259396,"project,street"
THE ELEMENT @ STEVENS,STEVENS ROAD,10,BUKIT TIMAH,1.318106483790701,103.8261656417982,matched,105,THE ELEMENT @ STEVENS STEVENS ROAD,THE ELEMENT @ STEVENS,STEVENS ROAD,72 STEVENS ROAD THE ELEMENT @ STEVENS SINGAPORE 257873,257873,"project,street"
