project_name,street_name,postal_district,planning_area,lat,lon,match_status,primary_1km_count,primary_1km_ranked_count,top_primary_1km_count,primary_1km_schools,best_primary_1km_school,best_primary_1km_rank,best_primary_1km_distance_m,best_primary_1km_metric,best_primary_1km_source_year,secondary_2km_count,secondary_2km_ranked_count,top_secondary_2km_count,best_secondary_2km_school,best_secondary_2km_rank,best_secondary_2km_distance_m,best_secondary_2km_metric,best_secondary_2km_source_year,jc_5km_count,jc_5km_ranked_count,top_jc_5km_count,best_jc_5km_school,best_jc_5km_rank,best_jc_5km_distance_m,best_jc_5km_metric,best_jc_5km_source_year,has_primary_1km,has_ranked_primary_1km
TIVOLI GRANDE,KOON SENG ROAD,15,MARINE PARADE,1.312652227136641,103.9061894862228,matched,2,0,0,HAIG GIRLS' SCHOOL; CHIJ (KATONG) PRIMARY,,,,,,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1670,Arts 8; Science 6,2025.0,True,False
TORIE MANSIONS,EVERITT ROAD,15,MARINE PARADE,1.311963236366683,103.9035633427705,matched,2,0,0,HAIG GIRLS' SCHOOL; TANJONG KATONG PRIMARY SCHOOL,,,,,,7,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1917,Arts 8; Science 6,2025.0,True,False
TREESCAPE,LORONG N TELOK KURAU,15,MARINE PARADE,1.31112539571833,103.9165567106441,matched,4,1,1,NGEE ANN PRIMARY SCHOOL; CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; ST. STEPHEN'S SCHOOL,TAO NAN SCHOOL,1,855,315%,2025.0,3,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,622,Arts 8; Science 6,2025.0,True,True
UNI BUILDING,TELOK KURAU ROAD,15,MARINE PARADE,1.31146361071393,103.9107874513426,matched,3,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; HAIG GIRLS' SCHOOL,TAO NAN SCHOOL,1,692,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1151,Arts 8; Science 6,2025.0,True,True
UNITED MANSION,EAST COAST ROAD,15,MARINE PARADE,1.311252069928519,103.9217374758025,matched,3,0,0,NGEE ANN PRIMARY SCHOOL; ST. STEPHEN'S SCHOOL; OPERA ESTATE PRIMARY SCHOOL,,,,,,3,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,542,Arts 8; Science 6,2025.0,True,False
VENTURA VIEW,RAMBUTAN ROAD,15,MARINE PARADE,1.313463342515316,103.9048581256071,matched,1,0,0,HAIG GIRLS' SCHOOL,,,,,,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1842,Arts 8; Science 6,2025.0,True,False
VERANDA,LORONG K TELOK KURAU,15,MARINE PARADE,1.312335874460472,103.9099501111674,matched,3,1,1,CHIJ (KATONG) PRIMARY; HAIG GIRLS' SCHOOL; TAO NAN SCHOOL,TAO NAN SCHOOL,1,804,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1279,Arts 8; Science 6,2025.0,True,True
VERSAILLES,HEMMANT ROAD,15,MARINE PARADE,1.311677424701159,103.890523888329,matched,2,1,1,KONG HWA SCHOOL; GEYLANG METHODIST SCHOOL (PRIMARY),KONG HWA SCHOOL,10,253,204%,2025.0,6,1,1,DUNMAN HIGH SCHOOL,10,1552,IP AL8M,2025.0,4,3,3,VICTORIA JUNIOR COLLEGE,7,3321,Arts 8; Science 6,2025.0,True,True
VERSILIA ON HAIG,IPOH LANE,15,MARINE PARADE,1.312244830094546,103.8960207527194,matched,3,1,1,HAIG GIRLS' SCHOOL; KONG HWA SCHOOL; TANJONG KATONG PRIMARY SCHOOL,KONG HWA SCHOOL,10,864,204%,2025.0,7,1,1,DUNMAN HIGH SCHOOL,10,1995,IP AL8M,2025.0,3,3,3,VICTORIA JUNIOR COLLEGE,7,2734,Arts 8; Science 6,2025.0,True,True
VERTIS,AMBER GARDENS,15,MARINE PARADE,1.301307759796628,103.9001013714522,matched,1,0,0,TANJONG KATONG PRIMARY SCHOOL,,,,,,6,1,1,DUNMAN HIGH SCHOOL,10,1913,IP AL8M,2025.0,2,2,2,VICTORIA JUNIOR COLLEGE,7,2290,Arts 8; Science 6,2025.0,True,False
VIBES @ EAST COAST,TELOK KURAU ROAD,15,MARINE PARADE,1.309482763185296,103.9117201159735,matched,3,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; NGEE ANN PRIMARY SCHOOL,TAO NAN SCHOOL,1,467,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,969,Arts 8; Science 6,2025.0,True,True
VILLA MARINA,JALAN SEMPADAN,15,MARINE PARADE,1.31106055330141,103.9279625451002,matched,0,0,0,,,,,,,3,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,1011,Arts 8; Science 6,2025.0,False,False
VILLA MARTIA,MARTIA ROAD,15,MARINE PARADE,1.306666654332061,103.9113984642219,matched,3,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; NGEE ANN PRIMARY SCHOOL,TAO NAN SCHOOL,1,155,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,954,Arts 8; Science 6,2025.0,True,True
VITRA,TEMBELING ROAD,15,MARINE PARADE,1.309554934604195,103.9031680969635,matched,3,0,0,HAIG GIRLS' SCHOOL; TANJONG KATONG PRIMARY SCHOOL; CHIJ (KATONG) PRIMARY,,,,,,7,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1896,Arts 8; Science 6,2025.0,True,False
WATER PLACE,TANJONG RHU ROAD,15,MARINE PARADE,1.295990386013247,103.8723665653166,matched,0,0,0,,,,,,,1,1,1,DUNMAN HIGH SCHOOL,10,1256,IP AL8M,2025.0,3,2,2,DUNMAN HIGH SCHOOL,8,1256,Arts 8; Science 7,2025.0,False,False
WHITESCAPE,LORONG N TELOK KURAU,15,MARINE PARADE,1.310436433921224,103.9155575139079,matched,4,1,1,NGEE ANN PRIMARY SCHOOL; CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; ST. STEPHEN'S SCHOOL,TAO NAN SCHOOL,1,725,315%,2025.0,3,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,644,Arts 8; Science 6,2025.0,True,True
WORTHINGTON,BUTTERWORTH LANE,15,MARINE PARADE,1.312829782341399,103.8959106988557,matched,3,1,1,HAIG GIRLS' SCHOOL; KONG HWA SCHOOL; TANJONG KATONG PRIMARY SCHOOL,KONG HWA SCHOOL,10,865,204%,2025.0,6,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,2761,Arts 8; Science 6,2025.0,True,True
APOLLO GARDENS,UPPER CHANGI ROAD,16,BEDOK,1.337999108279782,103.9580832754835,matched,1,0,0,CHANGKAT PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,2154,Arts 8; Science 7,2025.0,True,False
AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,16,BEDOK,1.338040636196544,103.9353532822675,matched,4,1,1,RED SWASTIKA SCHOOL; YU NENG PRIMARY SCHOOL; ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL; FENGSHAN PRIMARY SCHOOL,RED SWASTIKA SCHOOL,9,545,210%,2025.0,10,0,0,,,,,,3,2,2,VICTORIA JUNIOR COLLEGE,7,3881,Arts 8; Science 6,2025.0,True,True
ARCHIPELAGO,BEDOK RESERVOIR ROAD,16,BEDOK,1.337941175410075,103.9200748169661,matched,1,0,0,DAMAI PRIMARY SCHOOL,,,,,,3,0,0,,,,,,4,2,2,VICTORIA JUNIOR COLLEGE,7,3474,Arts 8; Science 6,2025.0,True,False
BAGNALL HAUS,UPPER EAST COAST ROAD,16,BEDOK,1.320275523459016,103.9548330823778,matched,0,0,0,,,,,,,4,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,4158,Arts 8; Science 6,2025.0,False,False
BALCON EAST,UPPER EAST COAST ROAD,16,BEDOK,1.314743267658847,103.942302354429,matched,1,0,0,TEMASEK PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,2637,Arts 8; Science 6,2025.0,True,False
BAYSHORE PARK,BAYSHORE ROAD,16,BEDOK,1.31134348854578,103.9352439805068,matched,0,0,0,,,,,,,4,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,1773,Arts 8; Science 6,2025.0,False,False
BAYWATER,BEDOK RESERVOIR ROAD,16,BEDOK,1.337153399034652,103.9322258554253,matched,3,1,1,YU NENG PRIMARY SCHOOL; RED SWASTIKA SCHOOL; FENGSHAN PRIMARY SCHOOL,RED SWASTIKA SCHOOL,9,494,210%,2025.0,9,0,0,,,,,,3,2,2,VICTORIA JUNIOR COLLEGE,7,3649,Arts 8; Science 6,2025.0,True,True
BEDOK COURT,BEDOK SOUTH AVENUE 3,16,BEDOK,1.322266596608957,103.9446693210782,matched,2,0,0,TEMASEK PRIMARY SCHOOL; BEDOK GREEN PRIMARY SCHOOL,,,,,,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,3244,Arts 8; Science 6,2025.0,True,False
BEDOK RESIDENCES,BEDOK NORTH DRIVE,16,BEDOK,1.325088675207159,103.9290192875592,matched,3,0,0,FENGSHAN PRIMARY SCHOOL; OPERA ESTATE PRIMARY SCHOOL; BEDOK GREEN PRIMARY SCHOOL,,,,,,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,2278,Arts 8; Science 6,2025.0,True,False
BEDOK SHOPPING COMPLEX,BEDOK ROAD,16,BEDOK,1.330970823852768,103.948718596098,matched,1,0,0,ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,,,,,,7,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,4182,Arts 8; Science 6,2025.0,True,False
BLEU @ EAST COAST,UPPER EAST COAST ROAD,16,BEDOK,1.315794917027143,103.9448404733138,matched,1,0,0,TEMASEK PRIMARY SCHOOL,,,,,,4,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,2943,Arts 8; Science 6,2025.0,True,False
BREEZE BY THE EAST,UPPER EAST COAST ROAD,16,BEDOK,1.313734289052345,103.9378173882651,matched,1,0,0,TEMASEK PRIMARY SCHOOL,,,,,,5,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,2131,Arts 8; Science 6,2025.0,True,False
CASA FLORA,SALAM WALK,16,BEDOK,1.32144517938432,103.9503075974038,matched,1,0,0,TEMASEK PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,3749,Arts 8; Science 6,2025.0,True,False
CASA MERAH,TANAH MERAH KECHIL AVENUE,16,BEDOK,1.328797809414157,103.9458264976535,matched,1,0,0,ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,,,,,,7,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,3780,Arts 8; Science 6,2025.0,True,False
CASAFINA,BEDOK SOUTH AVENUE 1,16,BEDOK,1.315229652743496,103.9339650300448,matched,0,0,0,,,,,,,5,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,1821,Arts 8; Science 6,2025.0,False,False
CASCADALE,UPPER CHANGI ROAD EAST,16,BEDOK,1.345374227500525,103.9638445699415,matched,1,0,0,EAST SPRING PRIMARY SCHOOL,,,,,,6,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1574,Arts 8; Science 7,2025.0,True,False
CHANGI COURT,UPPER CHANGI ROAD EAST,16,BEDOK,1.343761415387641,103.9629231778397,matched,0,0,0,,,,,,,5,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1679,Arts 8; Science 7,2025.0,False,False
CHANGI GREEN,UPPER CHANGI ROAD EAST,16,BEDOK,1.34452080891484,103.9626832361161,matched,1,0,0,EAST SPRING PRIMARY SCHOOL,,,,,,6,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1592,Arts 8; Science 7,2025.0,True,False
COSTA DEL SOL,BAYSHORE ROAD,16,BEDOK,1.3117990560491,103.9394342532164,matched,1,0,0,TEMASEK PRIMARY SCHOOL,,,,,,4,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,2235,Arts 8; Science 6,2025.0,True,False
COUNTRY PARK CONDOMINIUM,BEDOK ROAD,16,BEDOK,1.321174644423093,103.9547874631134,matched,0,0,0,,,,,,,4,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,4190,Arts 8; Science 6,2025.0,False,False
EAST COAST RESIDENCES,UPPER EAST COAST ROAD,16,BEDOK,1.314167947264937,103.9397321937213,matched,1,0,0,TEMASEK PRIMARY SCHOOL,,,,,,5,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,2347,Arts 8; Science 6,2025.0,True,False
EAST MEADOWS,TANAH MERAH KECHIL ROAD,16,BEDOK,1.32929376048385,103.9442151918094,matched,2,0,0,ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL; BEDOK GREEN PRIMARY SCHOOL,,,,,,7,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,3683,Arts 8; Science 6,2025.0,True,False
EAST VILLAGE,UPPER CHANGI ROAD,16,BEDOK,1.331775815030507,103.9462012415909,matched,1,0,0,ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,,,,,,8,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,4033,Arts 8; Science 6,2025.0,True,False
EASTERN LAGOON,UPPER EAST COAST ROAD,16,BEDOK,1.313679411370122,103.9346348699918,matched,0,0,0,,,,,,,4,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,1804,Arts 8; Science 6,2025.0,False,False
EASTWOOD CENTRE,EASTWOOD ROAD,16,BEDOK,1.321542498815489,103.9555356179602,matched,0,0,0,,,,,,,4,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,4283,Arts 8; Science 6,2025.0,False,False
EASTWOOD GREEN,EASTWOOD ROAD,16,BEDOK,1.322359267119294,103.9547414997991,matched,0,0,0,,,,,,,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,4238,Arts 8; Science 6,2025.0,False,False
EASTWOOD LODGE,EASTWOOD ROAD,16,BEDOK,1.320700650962098,103.9569216258005,matched,0,0,0,,,,,,,3,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,4391,Arts 8; Science 6,2025.0,False,False
EASTWOOD REGENCY,EASTWOOD ROAD,16,BEDOK,1.321126635422939,103.9575205770273,matched,0,0,0,,,,,,,3,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,4471,Arts 8; Science 6,2025.0,False,False
ECO,BEDOK SOUTH AVENUE 3,16,BEDOK,1.322931185966596,103.9451256021451,matched,2,0,0,TEMASEK PRIMARY SCHOOL; BEDOK GREEN PRIMARY SCHOOL,,,,,,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,3327,Arts 8; Science 6,2025.0,True,False
FAIRMOUNT CONDOMINIUM,EASTWOOD ROAD,16,BEDOK,1.320988419236671,103.9558821199697,matched,0,0,0,,,,,,,4,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,4295,Arts 8; Science 6,2025.0,False,False
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,BEDOK,1.325821354954301,103.9449192266144,matched,2,0,0,BEDOK GREEN PRIMARY SCHOOL; TEMASEK PRIMARY SCHOOL,,,,,,7,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,3493,Arts 8; Science 6,2025.0,True,False
IDYLLIC EAST,UPPER EAST COAST ROAD,16,BEDOK,1.316087805444295,103.9461128886827,matched,1,0,0,TEMASEK PRIMARY SCHOOL,,,,,,4,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,3087,Arts 8; Science 6,2025.0,True,False
KEW GREEN,KEW CRESCENT,16,BEDOK,1.318722294483817,103.950533146477,matched,1,0,0,TEMASEK PRIMARY SCHOOL,,,,,,4,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,3650,Arts 8; Science 6,2025.0,True,False
LAGUNA 88,EASTWOOD ROAD,16,BEDOK,1.321762216532639,103.9585734490543,matched,0,0,0,,,,,,,3,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,4605,Arts 8; Science 6,2025.0,False,False
LAGUNA GREEN,JALAN HAJIJAH,16,BEDOK,1.312875396561741,103.9347812675692,matched,0,0,0,,,,,,,4,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,1783,Arts 8; Science 6,2025.0,False,False
LANDBAY CONDOMINIUM,JALAN HAJIJAH,16,BEDOK,1.312766535460119,103.935977711369,matched,0,0,0,,,,,,,3,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,1902,Arts 8; Science 6,2025.0,False,False
LIMAU PARK,JALAN LIMAU BALI,16,BEDOK,1.322342816633979,103.947973064568,matched,1,0,0,TEMASEK PRIMARY SCHOOL,,,,,,7,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,3565,Arts 8; Science 6,2025.0,True,False
LUCKY COURT,LUCKY HEIGHTS,16,BEDOK,1.318405330570163,103.9414406790124,matched,2,0,0,TEMASEK PRIMARY SCHOOL; BEDOK GREEN PRIMARY SCHOOL,,,,,,7,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,2717,Arts 8; Science 6,2025.0,True,False
OPTIMA @ TANAH MERAH,TANAH MERAH KECHIL AVENUE,16,BEDOK,1.328441557990598,103.946349580295,matched,1,0,0,ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,,,,,,7,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,3799,Arts 8; Science 6,2025.0,True,False
PARBURY HILL CONDOMINIUM,PARBURY AVENUE,16,BEDOK,1.317384312753074,103.9436710624423,matched,2,0,0,TEMASEK PRIMARY SCHOOL; BEDOK GREEN PRIMARY SCHOOL,,,,,,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,2889,Arts 8; Science 6,2025.0,True,False
PEAKVIEW ESTATE,JALAN PARI KIKIS,16,BEDOK,1.33233029605318,103.9433946461356,matched,1,0,0,ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,,,,,,9,0,0,,,,,,3,2,2,VICTORIA JUNIOR COLLEGE,7,3859,Arts 8; Science 6,2025.0,True,False
PICARDY GARDENS,JALAN PARI BURONG,16,BEDOK,1.333926911434647,103.9481937071044,matched,2,0,0,ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL; CHANGKAT PRIMARY SCHOOL,,,,,,7,0,0,,,,,,3,2,2,VICTORIA JUNIOR COLLEGE,7,4359,Arts 8; Science 6,2025.0,True,False
PINERY RESIDENCES,BEDOK RESERVOIR ROAD,16,BEDOK,1.343670197075226,103.9390114715347,matched,3,0,0,JUNYUAN PRIMARY SCHOOL; ST. HILDA'S PRIMARY SCHOOL; TAMPINES PRIMARY SCHOOL,,,,,,10,0,0,,,,,,3,2,2,VICTORIA JUNIOR COLLEGE,7,4623,Arts 8; Science 6,2025.0,True,False
RICH EAST GARDEN,UPPER EAST COAST ROAD,16,BEDOK,1.314165187540698,103.9369094155366,matched,0,0,0,,,,,,,5,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,2057,Arts 8; Science 6,2025.0,False,False
RIVIERA RESIDENCES,RIVIERA DRIVE,16,BEDOK,1.316062514081691,103.9426081375189,matched,1,0,0,TEMASEK PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,2722,Arts 8; Science 6,2025.0,True,False
SCENECA RESIDENCE,TANAH MERAH KECHIL LINK,16,BEDOK,1.3278651540266,103.9454756341077,matched,2,0,0,ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL; BEDOK GREEN PRIMARY SCHOOL,,,,,,7,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,3684,Arts 8; Science 6,2025.0,True,False
SEA PAVILION RESIDENCES,UPPER EAST COAST ROAD,16,BEDOK,1.315075780939337,103.9431389872439,matched,1,0,0,TEMASEK PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,2737,Arts 8; Science 6,2025.0,True,False
SKY EDEN@BEDOK,BEDOK CENTRAL,16,BEDOK,1.324967912473074,103.9323662200381,matched,3,1,1,FENGSHAN PRIMARY SCHOOL; BEDOK GREEN PRIMARY SCHOOL; RED SWASTIKA SCHOOL,RED SWASTIKA SCHOOL,9,946,210%,2025.0,7,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,2454,Arts 8; Science 6,2025.0,True,True
STRATFORD COURT,BEDOK RIA CRESCENT,16,BEDOK,1.328473243203479,103.9513562161494,matched,0,0,0,,,,,,,7,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,4246,Arts 8; Science 6,2025.0,False,False
SUNBIRD VIEW,SUNBIRD ROAD,16,BEDOK,1.339417619683469,103.9562325095606,matched,1,0,0,CHANGKAT PRIMARY SCHOOL,,,,,,9,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1986,Arts 8; Science 7,2025.0,True,False
SUNHAVEN,UPPER CHANGI ROAD EAST,16,BEDOK,1.348139387085114,103.962084910434,matched,1,0,0,EAST SPRING PRIMARY SCHOOL,,,,,,7,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1210,Arts 8; Science 7,2025.0,True,False
TANAH MERAH MANSION,TANAH MERAH KECHIL ROAD SOUTH,16,BEDOK,1.321880289680757,103.947114661697,matched,1,0,0,TEMASEK PRIMARY SCHOOL,,,,,,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,3456,Arts 8; Science 6,2025.0,True,False
TANAMERA CREST,PARI DEDAP WALK,16,BEDOK,1.332465413721062,103.9423163247384,matched,2,1,1,ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL; RED SWASTIKA SCHOOL,RED SWASTIKA SCHOOL,9,892,210%,2025.0,10,0,0,,,,,,3,2,2,VICTORIA JUNIOR COLLEGE,7,3791,Arts 8; Science 6,2025.0,True,True
THE BAYCOURT,UPPER EAST COAST ROAD,16,BEDOK,1.31578148106134,103.9414245160246,matched,1,0,0,TEMASEK PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,2589,Arts 8; Science 6,2025.0,True,False
THE BAYSHORE,BAYSHORE ROAD,16,BEDOK,1.312420022909939,103.9386285393263,matched,1,0,0,TEMASEK PRIMARY SCHOOL,,,,,,4,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,2168,Arts 8; Science 6,2025.0,True,False
THE CALYPSO,UPPER EAST COAST ROAD,16,BEDOK,1.315243052778003,103.9433560917833,matched,1,0,0,TEMASEK PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,2766,Arts 8; Science 6,2025.0,True,False
THE CLEARWATER,BEDOK RESERVOIR VIEW,16,BEDOK,1.337039138618718,103.9343857767061,matched,4,1,1,RED SWASTIKA SCHOOL; YU NENG PRIMARY SCHOOL; ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL; FENGSHAN PRIMARY SCHOOL,RED SWASTIKA SCHOOL,9,422,210%,2025.0,9,0,0,,,,,,3,2,2,VICTORIA JUNIOR COLLEGE,7,3734,Arts 8; Science 6,2025.0,True,True
THE DAFFODIL,UPPER EAST COAST ROAD,16,BEDOK,1.316021645562444,103.9456755893094,matched,1,0,0,TEMASEK PRIMARY SCHOOL,,,,,,4,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,3038,Arts 8; Science 6,2025.0,True,False
THE GLADES,BEDOK RISE,16,BEDOK,1.327133135602775,103.9489310098765,matched,0,0,0,,,,,,,7,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,3939,Arts 8; Science 6,2025.0,False,False
THE SUMMIT,UPPER EAST COAST ROAD,16,BEDOK,1.316345054226359,103.9406711649322,matched,2,0,0,TEMASEK PRIMARY SCHOOL; BEDOK GREEN PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,2538,Arts 8; Science 6,2025.0,True,False
THE TAIPAN,JALAN HAJIJAH,16,BEDOK,1.312307520391956,103.9349278679715,matched,0,0,0,,,,,,,4,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,1774,Arts 8; Science 6,2025.0,False,False
THE TANAMERA,TANAH MERAH KECHIL ROAD,16,BEDOK,1.326453606664493,103.942524576662,matched,2,0,0,BEDOK GREEN PRIMARY SCHOOL; ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,,,,,,7,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,3332,Arts 8; Science 6,2025.0,True,False
THE TROPIC GARDENS,UPPER EAST COAST ROAD,16,BEDOK,1.313849570328185,103.9380984377328,matched,1,0,0,TEMASEK PRIMARY SCHOOL,,,,,,5,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,2165,Arts 8; Science 6,2025.0,True,False
TROPICANA CONDOMINIUM,JALAN TIGA RATUS,16,BEDOK,1.34164555266097,103.9608404386985,matched,1,0,0,CHANGKAT PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,1,1,TEMASEK JUNIOR COLLEGE,8,1814,Arts 8; Science 7,2025.0,True,False
UBER 388,UPPER EAST COAST ROAD,16,BEDOK,1.313655691164048,103.9390907154866,matched,1,0,0,TEMASEK PRIMARY SCHOOL,,,,,,5,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,2261,Arts 8; Science 6,2025.0,True,False
URBAN VISTA,TANAH MERAH KECHIL LINK,16,BEDOK,1.327164780079988,103.9446875696731,matched,2,0,0,BEDOK GREEN PRIMARY SCHOOL; ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,,,,,,7,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,3566,Arts 8; Science 6,2025.0,True,False
VELA BAY,BAYSHORE WALK,16,BEDOK,1.312077264293276,103.9415878882992,matched,1,0,0,TEMASEK PRIMARY SCHOOL,,,,,,4,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,2475,Arts 8; Science 6,2025.0,True,False
VENEZIO,UPPER EAST COAST ROAD,16,BEDOK,1.314812313585212,103.9425903823433,matched,1,0,0,TEMASEK PRIMARY SCHOOL,,,,,,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,2670,Arts 8; Science 6,2025.0,True,False
VILLAS LAGUNA,UPPER EAST COAST ROAD,16,BEDOK,1.314209973742511,103.9386139206477,matched,1,0,0,TEMASEK PRIMARY SCHOOL,,,,,,5,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,2233,Arts 8; Science 6,2025.0,True,False
